FarmerID,Region,Crop,FarmSizeAcres,PlantingDate,HarvestDate,ProductionKg,FertilizerKg,RainfallMM,Irrigation,MarketPrice,Gender,Age
756,Eastern,Wheat,7.02,2025-01-01,2025-06-14,4815.6,377.1,659.4,Rain-fed,52.85,Female,37
757,Nyanza,Potatoes,16.76,2025-05-17,2025-09-19,9916.2,395.8,125.1,Rain-fed,58.51,Male,29
758,Central,Beans,6.97,2025-04-11,2025-09-16,10229.1,60.5,133.5,Drip,111.24,Female,33
759,Western,Rice,16.65,2025-02-19,2025-05-28,7262.5,245.9,260.6,Sprinkler,117.81,Female,53
760,Central,Wheat,12.44,2025-04-23,2025-08-17,699.8,341.1,1061.0,Drip,80.62,Male,71
761,Rift Valley,Wheat,14.95,2025-02-16,2025-05-06,8091.1,432.2,1007.3,Sprinkler,67.39,Female,39
762,Nyanza,Rice,17.34,2025-05-22,2025-09-16,11827.4,173.9,435.9,Rain-fed,21.64,Male,29
763,Nyanza,Rice,16.79,2025-03-20,2025-06-27,3803.0,96.7,134.2,Rain-fed,49.0,Male,29
764,Eastern,Potatoes,5.19,2025-02-22,2025-07-19,5034.2,327.9,536.1,Drip,67.57,Male,57
765,Eastern,Wheat,16.12,2025-05-23,2025-10-04,5174.4,335.6,248.4,Sprinkler,111.61,Male,53
766,Central,Maize,14.15,2025-04-20,2025-06-25,6579.9,311.2,1149.1,Rain-fed,54.36,Female,30
767,Rift Valley,Potatoes,17.84,2025-03-05,2025-07-08,1680.4,351.6,703.2,Sprinkler,41.41,Female,64
768,Nyanza,Beans,16.08,2025-02-15,2025-07-05,2383.9,204.8,1092.1,Drip,84.43,Female,52
769,Western,Maize,18.72,2025-06-23,2025-09-17,8122.3,162.5,495.7,Rain-fed,56.78,Female,76
770,Rift Valley,Wheat,7.97,2025-02-08,2025-06-12,9733.3,95.6,332.6,Sprinkler,63.44,Female,20
771,Western,Rice,9.24,2025-05-05,2025-07-24,10385.8,331.3,723.6,Drip,49.04,Female,57
772,Central,Maize,8.57,2025-06-09,2025-08-16,10367.1,298.4,596.3,Flood,95.7,Male,58
773,Nyanza,Wheat,16.07,2025-02-04,2025-04-17,9199.2,298.2,656.4,Flood,104.45,Female,42
774,Rift Valley,Beans,7.96,2025-04-04,2025-08-10,4243.5,226.6,1166.9,Sprinkler,46.95,Female,70
775,Central,Potatoes,10.17,2025-02-14,2025-07-28,8204.6,458.4,739.6,Sprinkler,22.5,Male,53
776,Central,Beans,12.28,2025-04-19,2025-10-05,10918.8,337.1,413.9,Sprinkler,80.39,Male,70
777,Central,Maize,13.29,2025-02-08,2025-06-09,1511.8,111.0,719.1,Rain-fed,77.41,Female,78
778,Eastern,Potatoes,8.92,2025-05-06,2025-10-19,9955.9,443.4,875.9,Sprinkler,96.99,Male,37
779,Western,Beans,15.22,2025-01-07,2025-05-27,6555.1,332.2,170.7,Drip,81.41,Male,25
780,Nyanza,Rice,7.01,2025-03-27,2025-07-10,4520.1,413.2,1112.9,Rain-fed,23.38,Female,32
781,Western,Beans,9.41,2025-01-24,2025-03-27,695.2,298.0,435.6,Sprinkler,48.27,Male,20
782,Rift Valley,Rice,2.65,2025-04-07,2025-08-16,9098.4,42.0,988.7,Drip,81.85,Male,26
783,Rift Valley,Rice,7.97,2025-06-27,2025-12-21,1021.5,295.7,722.6,Flood,33.2,Female,26
784,Eastern,Wheat,10.34,2025-05-25,2025-08-11,3178.7,186.6,861.2,Flood,28.53,Male,31
785,Rift Valley,Wheat,3.47,2025-03-12,2025-07-04,10754.2,45.7,283.2,Sprinkler,95.26,Female,70
786,Eastern,Rice,10.07,2025-05-31,2025-09-28,1084.5,129.8,1053.5,Flood,53.07,Male,20
787,Eastern,maiz,7.32,2025-06-15,2025-09-30,8780.8,330.0,470.1,Rain-fed,98.5,Female,27
788,Nyanza,Maize,3.55,2025-06-24,2025-11-14,10085.0,43.4,813.6,Flood,82.57,Male,30
789,Western,Rice,15.96,2025-02-12,2025-08-02,11870.9,477.3,367.8,Rain-fed,94.14,Female,60
790,Nyanza,Maize,3.37,2025-01-20,2025-06-27,9327.5,291.2,1094.6,Flood,111.93,Male,68
791,Rift Valley,Beans,5.78,2025-01-10,2025-04-27,3743.9,308.4,101.8,Flood,20.31,Female,20
792,Nyanza,Maize,18.42,2025-06-24,2025-09-05,10918.8,62.8,117.1,Flood,118.02,Male,67
793,Eastern,Wheat,13.01,2025-06-07,2025-09-11,4919.3,135.6,1185.1,Drip,47.8,Female,48
794,Central,Wheat,18.72,2025-05-20,2025-11-07,11671.0,34.8,372.4,Drip,22.07,Female,33
795,Central,Wheat,5.72,2025-04-10,2025-06-16,4205.0,63.4,293.1,Drip,59.57,Female,69
796,Western,Wheat,9.53,2025-06-19,2025-11-19,1879.9,242.4,999.8,Flood,106.26,Male,52
797,Eastern,Maize,9.17,2025-03-11,2025-05-17,5865.4,61.2,146.0,Drip,52.66,Male,59
798,Rift Valley,Wheat,11.55,2025-02-16,2025-06-23,11160.0,49.2,458.7,Sprinkler,103.72,Female,28
799,Rift Valley,Rice,13.31,2025-02-02,2025-07-13,8704.7,150.4,348.2,Flood,105.25,Female,36
800,Eastern,Potatoes,3.36,2025-04-22,2025-07-15,7204.4,29.9,927.3,Drip,109.16,Male,39
801,Western,Wheat,15.79,2025-03-12,2025-09-01,1585.8,351.2,570.5,Drip,22.65,Male,31
802,Western,Maize,10.46,2025-05-17,2025-11-09,3601.3,175.0,948.1,Flood,42.21,Female,70
803,Central,Beans,18.45,2025-06-09,2025-08-26,5543.0,55.9,509.6,Drip,109.93,Male,72
804,Rift Valley,Wheat,15.83,2025-06-16,2025-09-09,7852.3,380.6,931.5,Drip,42.12,Male,58
805,Nyanza,Beans,3.99,2025-06-06,2025-11-27,2142.8,154.3,693.8,Drip,113.93,Male,29
806,Central,Rice,14.6,2025-04-22,2025-08-04,1783.1,56.3,813.0,Flood,102.21,Female,21
807,Eastern,Wheat,8.77,2025-02-22,2025-06-07,1428.9,87.2,998.1,Rain-fed,98.4,Male,27
808,Central,Rice,12.86,2025-04-29,2025-10-11,5726.6,111.4,693.1,Flood,85.67,Male,37
809,Eastern,Maize,17.34,2025-01-13,2025-05-09,3942.6,316.5,122.7,Drip,25.51,Female,63
810,Central,Potatoes,16.29,2025-04-09,2025-06-30,8239.3,220.1,1091.5,Sprinkler,42.69,Female,77
811,Eastern,Rice,13.93,2025-01-22,2025-05-17,5151.8,148.7,564.2,Sprinkler,34.3,Male,79
812,Eastern,Beans,10.68,2025-06-20,2025-09-15,10121.7,258.6,1104.7,Drip,51.36,Male,61
813,Western,Wheat,13.7,2025-02-18,2025-08-10,5738.3,462.5,217.8,Flood,51.71,Female,69
814,Rift Valley,Beans,2.08,2025-03-02,2025-06-30,2438.2,440.7,261.0,Flood,92.73,Female,67
815,Nyanza,Beans,7.57,2025-02-18,2025-05-02,9590.9,159.2,681.9,Sprinkler,85.11,Female,70
816,Central,Beans,17.23,2025-02-03,2025-04-27,11520.5,359.8,622.9,Rain-fed,92.57,Male,42
817,Nyanza,Beans,13.17,2025-04-09,2025-09-23,7050.6,29.1,514.9,Drip,98.37,Female,47
818,Western,Wheat,19.6,2025-05-01,2025-08-12,5801.7,242.3,1100.8,Rain-fed,73.62,Male,47
819,Nyanza,Maize,7.81,2025-02-11,2025-04-26,9589.1,240.1,1054.9,Flood,44.06,Female,75
820,Rift Valley,Wheat,18.63,2025-05-03,2025-08-17,2062.0,364.6,1183.3,Sprinkler,87.91,Female,41
821,Rift Valley,Rice,9.65,2025-05-09,2025-07-27,7888.8,187.4,117.1,Sprinkler,26.38,Female,33
822,Rift Valley,Maize,8.63,2025-02-27,2025-06-23,3164.9,289.4,113.7,Rain-fed,23.49,Male,30
823,Nyanza,Beans,3.49,2025-02-24,2025-07-03,2980.4,362.4,379.5,Sprinkler,68.91,Male,21
824,Western,Potatoes,13.47,2025-02-02,2025-06-11,8855.0,257.3,658.5,Drip,63.17,Female,79
825,Nyanza,Maize,9.41,2025-03-11,2025-06-19,4421.3,195.1,452.4,Rain-fed,79.59,Male,20
826,Eastern,Rice,1.7,2025-05-05,2025-09-03,2809.0,215.4,1070.3,Sprinkler,86.02,Male,46
827,Rift Valley,Beans,18.68,2025-05-19,2025-10-18,2820.1,236.6,609.4,Drip,21.04,Male,22
828,Western,Maize,7.04,2025-06-06,2025-11-07,3768.4,417.2,628.8,Rain-fed,74.73,Male,61
829,Nyanza,Rice,9.3,2025-02-27,2025-05-05,10728.7,416.3,269.5,Rain-fed,100.27,Female,45
830,Rift Valley,Maize,19.44,2025-01-06,2025-06-10,8431.9,460.3,635.8,Flood,98.6,Male,34
831,Eastern,Maize,4.3,2025-05-27,2025-08-08,8366.2,258.6,111.0,Rain-fed,61.0,Female,40
832,Eastern,Potatoes,1.98,2025-02-13,2025-05-15,3944.8,113.6,106.1,Flood,66.59,Female,49
833,Central,Wheat,8.02,2025-02-15,2025-05-17,7454.6,441.3,176.1,Sprinkler,111.08,Male,46
834,Eastern,Wheat,18.33,2025-01-06,2025-04-10,4183.8,105.9,1132.1,Flood,41.33,Male,45
835,Nyanza,Potatoes,10.42,2025-04-30,2025-07-02,3107.4,149.1,611.5,Drip,114.97,Male,32
836,Nyanza,Potatoes,17.37,2025-06-01,2025-09-07,9229.6,30.6,395.4,Drip,100.14,Female,54
837,Eastern,Wheat,10.19,2025-02-23,2025-07-28,7325.2,409.2,819.3,Sprinkler,61.36,Female,26
838,Rift Valley,Beans,9.89,2025-02-19,2025-05-05,6684.7,455.4,443.8,Drip,35.65,Female,70
839,Central,Maize,11.18,2025-03-21,2025-06-10,9133.1,230.9,772.5,Sprinkler,54.87,Male,80
840,Eastern,Maize,2.33,2025-04-11,2025-07-11,9497.0,434.5,211.7,Rain-fed,116.89,Male,30
841,Eastern,Beans,14.32,2025-02-04,2025-05-23,1573.3,261.4,579.2,Sprinkler,115.27,Female,53
842,Rift Valley,Potatoes,18.41,2025-04-08,2025-08-13,7278.1,21.5,956.7,Drip,42.48,Female,24
843,Western,Wheat,1.48,2025-05-14,2025-11-02,9745.0,367.1,655.2,Rain-fed,111.96,Female,50
844,Nyanza,Beans,15.41,2025-04-09,2025-07-22,7579.1,354.1,1026.9,Rain-fed,108.08,Female,63
845,Rift Valley,Potatoes,14.82,2025-02-15,2025-05-24,11477.4,110.7,1161.6,Sprinkler,83.66,Female,32
846,Rift Valley,Beans,9.1,2025-04-12,2025-07-15,5041.5,399.0,1109.9,Flood,49.79,Male,65
847,Nyanza,Rice,10.99,2025-05-14,2025-11-07,11741.1,435.5,114.7,Sprinkler,24.65,Male,59
848,Central,Beans,1.6,2025-01-09,2025-07-03,3427.7,438.7,454.8,Sprinkler,91.6,Male,79
849,Eastern,Wheat,16.7,2025-03-26,2025-08-24,3306.2,473.5,266.0,Flood,100.32,Male,41
850,Western,Potatoes,17.97,2025-06-10,2025-11-20,3598.7,338.0,323.3,Drip,61.91,Female,47
851,Eastern,Potatoes,3.78,2025-02-04,2025-06-08,7823.8,227.4,311.7,Drip,46.22,Female,64
852,Western,Wheat,5.2,2025-04-15,2025-08-30,10453.8,469.9,655.5,Flood,105.64,Female,70
853,Eastern,Potatoes,6.61,2025-05-17,2025-07-26,3255.9,51.5,558.3,Sprinkler,105.6,Male,64
854,Western,Beans,9.24,2025-05-19,2025-08-16,11888.7,202.9,528.7,Sprinkler,87.52,Male,47
855,Eastern,Maize,18.48,2025-02-05,2025-05-17,9751.5,166.4,1191.3,Sprinkler,50.86,Male,76
856,Central,Rice,3.56,2025-01-07,2025-04-27,2997.4,437.4,279.6,Drip,33.08,Female,26
857,Western,Potatoes,8.59,2025-03-18,2025-07-19,1334.2,70.7,1161.1,Sprinkler,86.47,Female,30
858,Central,Maize,13.91,2025-03-20,2025-07-03,3853.7,110.3,511.2,Drip,43.46,Female,73
859,Western,Beans,4.97,2025-06-21,2025-10-18,3867.9,283.6,624.7,Sprinkler,112.26,Female,38
860,Western,Beans,16.14,2025-03-15,2025-08-02,10920.2,309.9,1024.2,Rain-fed,87.63,Female,37
861,Rift Valley,Wheat,2.13,2025-03-17,2025-07-15,7431.2,494.9,626.6,Flood,52.42,Female,39
862,Rift Valley,Maize,14.9,2025-05-09,2025-08-03,936.7,43.8,856.4,Rain-fed,93.78,Male,45
863,Nyanza,Rice,9.32,2025-02-06,2025-07-25,11546.0,279.4,716.9,Flood,24.12,Female,68
864,Western,Potatoes,3.0,2025-01-28,2025-06-17,10910.0,174.7,375.5,Flood,85.58,Male,49
865,Rift Valley,Wheat,14.75,2025-06-04,2025-11-07,3127.5,188.8,1172.4,Flood,40.6,Male,33
866,Central,Rice,6.91,2025-02-13,2025-04-17,6036.3,380.7,799.9,Flood,41.4,Female,49
867,Nyanza,Rice,1.11,2025-06-10,2025-11-22,7873.2,42.2,955.1,Flood,69.51,Female,30
868,Rift Valley,Beans,5.99,2025-04-24,2025-08-27,10138.1,215.4,238.0,Flood,107.77,Female,52
869,Eastern,Potatoes,19.84,2025-03-29,2025-06-11,7336.7,391.8,816.4,Flood,61.17,Male,37
870,Eastern,Rice,1.73,2025-05-24,2025-10-16,11185.9,27.2,1149.8,Rain-fed,111.26,Male,54
871,Eastern,Wheat,12.5,2025-06-08,2025-10-30,9884.4,246.9,665.4,Sprinkler,53.7,Female,61
872,Rift Valley,Maize,4.7,2025-02-15,2025-05-27,2757.6,150.5,1049.3,Sprinkler,22.83,Female,21
873,Rift Valley,Beans,6.63,2025-02-19,2025-07-30,5560.4,470.7,360.2,Drip,97.34,Male,37
874,Western,Potatoes,8.61,2025-03-05,2025-05-05,4017.7,53.9,745.8,Rain-fed,26.86,Male,46
875,Rift Valley,Maize,3.08,2025-01-10,2025-06-01,4250.7,334.6,815.7,Rain-fed,97.0,Male,61
876,Rift Valley,Potatoes,1.88,2025-03-24,2025-08-14,11761.6,275.1,352.6,Sprinkler,115.11,Male,49
877,Eastern,Potatoes,8.48,2025-05-10,2025-07-28,8290.5,431.8,1188.2,Sprinkler,79.93,Female,59
878,Rift Valley,Rice,3.63,2025-01-24,2025-07-06,3832.0,231.6,1090.1,Sprinkler,102.59,Female,25
879,Central,Potatoes,11.09,2025-06-17,2025-10-14,4079.3,271.5,773.2,Sprinkler,30.89,Female,32
880,Western,Beans,6.37,2025-02-25,2025-04-30,3238.2,162.7,551.8,Drip,86.64,Female,74
881,Eastern,Rice,6.76,2025-03-15,2025-07-20,9022.5,493.8,880.4,Rain-fed,119.19,Male,74
882,Rift Valley,Rice,12.86,2025-05-09,2025-10-17,4894.2,393.7,1104.4,Sprinkler,44.39,Male,79
883,Nyanza,Wheat,11.04,2025-01-21,2025-06-18,956.5,215.2,786.7,Sprinkler,107.22,Male,74
884,Rift Valley,Beans,2.88,2025-04-21,2025-08-21,11519.5,225.0,261.3,Flood,34.89,Female,61
885,Eastern,Rice,8.14,2025-05-23,2025-08-23,6392.5,230.8,666.0,Rain-fed,22.78,Female,43
886,Western,Beans,19.97,2025-05-30,2025-11-09,10799.2,410.7,1047.3,Drip,88.25,Male,37
887,Nyanza,Beans,6.0,2025-05-30,2025-10-24,6209.5,473.4,707.7,Rain-fed,84.38,Female,32
888,Central,Potatoes,10.95,2025-04-26,2025-08-29,1827.3,169.2,255.1,Flood,89.08,Male,62
889,Western,Beans,5.3,2025-06-06,2025-09-06,1020.2,117.9,839.6,Drip,48.74,Female,56
890,Eastern,Wheat,3.12,2025-02-05,2025-07-24,9387.5,406.2,478.3,Drip,102.34,Male,41
891,Western,Beans,9.29,2025-05-01,2025-07-07,1290.4,215.8,101.0,Drip,38.84,Female,80
892,Western,Wheat,13.83,2025-03-17,2025-08-10,4110.1,124.8,400.4,Sprinkler,101.95,Female,27
893,Eastern,Maize,4.93,2025-02-21,2025-07-16,8095.0,87.1,322.2,Rain-fed,47.06,Male,68
894,Western,Maize,18.48,2025-04-05,2025-09-11,10722.7,497.6,966.5,Rain-fed,102.87,Female,73
895,Central,Beans,5.11,2025-04-08,2025-08-06,846.8,298.5,1138.5,Rain-fed,60.5,Female,80
896,Nyanza,Wheat,3.48,2025-01-18,2025-04-16,2830.8,428.6,717.2,Sprinkler,39.11,Female,33
897,Eastern,Maize,14.07,2025-02-14,2025-07-11,1638.0,390.5,709.4,Drip,96.93,Female,59
898,Eastern,Rice,8.82,2025-01-29,2025-07-13,9246.7,469.1,790.2,Flood,34.03,Male,49
899,Rift Valley,Wheat,18.88,2025-05-13,2025-09-28,7275.2,478.1,651.6,Sprinkler,98.47,Male,62
900,Western,Rice,12.05,2025-06-30,2025-09-20,5258.9,464.0,1033.2,Sprinkler,21.67,Male,63
901,Nyanza,Wheat,2.02,2025-04-01,2025-09-02,7176.1,263.7,962.7,Drip,31.9,Female,65
902,Nyanza,Maize,7.09,2025-02-20,2025-07-29,1925.5,100.1,1014.3,Flood,83.38,Female,67
903,Western,Rice,17.7,2025-05-25,2025-11-16,939.6,108.7,350.6,Flood,42.34,Female,24
904,Nyanza,maiz,12.5,2025-03-27,2025-06-05,10361.9,182.9,667.4,Rain-fed,112.53,Male,30
905,Rift Valley,Maize,19.89,2025-04-17,2025-09-26,3868.2,435.2,358.1,Rain-fed,38.33,Female,26
906,Rift Valley,Maize,16.73,2025-06-20,2025-12-09,2195.2,165.7,805.0,Drip,84.46,Male,72
907,Rift Valley,Beans,6.37,2025-05-08,2025-08-23,10463.0,242.9,873.4,Drip,118.25,Female,42
908,Rift Valley,Wheat,16.0,2025-02-02,2025-07-10,4863.2,342.9,1095.3,Rain-fed,47.64,Male,32
909,Central,Rice,6.18,2025-02-02,2025-05-29,2346.3,349.7,672.2,Drip,98.4,Female,60
910,Western,Maize,19.87,2025-03-16,2025-08-17,8928.8,428.6,792.4,Drip,74.9,Female,23
911,Western,Wheat,11.75,2025-03-10,2025-05-13,6355.2,74.0,621.1,Rain-fed,100.92,Male,43
912,Nyanza,Rice,11.79,2025-04-20,2025-07-23,5725.1,406.5,816.9,Drip,89.23,Female,77
913,Nyanza,Maize,14.72,2025-05-28,2025-08-20,9675.1,327.8,1108.1,Sprinkler,57.68,Male,76
914,Nyanza,Wheat,10.24,2025-03-07,2025-05-22,3083.8,182.6,689.7,Flood,119.11,Female,70
915,Western,Maize,16.0,2025-05-29,2025-08-26,8180.7,191.5,985.0,Sprinkler,75.64,Male,47
916,Central,Maize,16.22,2025-01-27,2025-06-13,8010.2,165.0,657.6,Flood,111.46,Female,70
917,Central,Rice,13.92,2025-04-28,2025-09-01,3490.2,155.0,446.1,Flood,49.24,Male,58
918,Rift Valley,Rice,6.96,2025-04-08,2025-07-22,1683.3,431.8,316.1,Sprinkler,70.83,Male,51
919,Central,Rice,4.81,2025-04-06,2025-08-03,8447.7,418.5,387.2,Sprinkler,53.61,Female,29
920,Western,Rice,15.16,2025-01-17,2025-05-30,11938.0,167.8,227.7,Sprinkler,30.78,Male,58
921,Eastern,Wheat,10.33,2025-02-25,2025-07-08,9532.2,139.2,648.6,Drip,104.54,Male,74
922,Nyanza,Maize,14.18,2025-04-07,2025-09-02,7960.6,32.6,872.5,Rain-fed,99.85,Male,25
923,Rift Valley,Wheat,5.2,2025-05-04,2025-07-08,9520.2,122.6,465.5,Flood,71.75,Male,23
924,Rift Valley,Rice,6.16,2025-06-16,2025-08-25,2705.8,193.1,493.3,Rain-fed,35.84,Male,55
925,Nyanza,Rice,12.77,2025-06-05,2025-11-28,11808.8,188.4,1194.5,Drip,94.68,Female,29
926,Eastern,Beans,19.01,2025-02-13,2025-06-27,11801.5,387.0,207.0,Sprinkler,42.09,Male,22
927,Eastern,Potatoes,8.39,2025-06-10,2025-09-22,10941.6,70.7,1082.6,Rain-fed,42.32,Female,79
928,Eastern,Beans,18.99,2025-01-31,2025-05-02,6648.0,496.1,491.7,Flood,28.85,Female,53
929,Rift Valley,Beans,9.58,2025-04-08,2025-08-09,10834.1,261.2,222.5,Drip,70.65,Male,32
930,Central,Rice,2.0,2025-02-17,2025-07-06,4650.1,25.6,193.4,Sprinkler,41.15,Male,71
931,Nyanza,Potatoes,3.56,2025-06-09,2025-11-15,7642.1,321.3,194.1,Flood,52.33,Male,46
932,Central,Maize,1.62,2025-04-21,2025-10-11,10410.2,441.2,299.5,Flood,55.96,Female,29
933,Rift Valley,Potatoes,17.97,2025-02-18,2025-06-09,6765.6,403.6,148.3,Sprinkler,100.64,Female,76
934,Rift Valley,Potatoes,15.52,2025-01-15,2025-06-10,9081.1,234.2,1069.7,Drip,54.64,Male,47
935,Nyanza,Rice,13.1,2025-05-12,2025-10-26,4256.0,40.2,1199.8,Rain-fed,78.24,Female,78
936,Eastern,Beans,2.07,2025-01-04,2025-06-08,4405.4,119.9,418.4,Sprinkler,61.5,Female,58
937,Eastern,Rice,9.03,2025-03-01,2025-07-16,10358.8,449.0,1016.4,Rain-fed,91.38,Female,32
938,Nyanza,Beans,17.65,2025-05-15,2025-08-20,2435.5,438.4,241.9,Rain-fed,77.41,Male,48
939,Eastern,Rice,2.53,2025-03-18,2025-06-17,9377.4,294.9,243.1,Drip,22.78,Female,51
940,Central,Beans,14.05,2025-06-16,2025-09-29,4531.6,324.7,802.7,Rain-fed,80.1,Male,64
941,Nyanza,Rice,17.02,2025-04-07,2025-09-05,7146.8,479.9,1107.5,Drip,52.09,Male,21
942,Nyanza,Potatoes,19.2,2025-05-07,2025-08-15,7858.5,458.5,288.9,Rain-fed,32.53,Female,39
943,Western,Potatoes,5.11,2025-03-04,2025-05-06,1241.6,236.8,593.8,Rain-fed,111.24,Female,27
944,Nyanza,Beans,17.62,2025-03-12,2025-05-25,1279.2,230.1,453.5,Sprinkler,62.33,Female,66
945,Western,Maize,18.21,2025-04-30,2025-10-21,671.4,286.2,407.9,Rain-fed,64.35,Male,20
946,Central,Maize,10.22,2025-06-14,2025-12-06,5176.3,128.9,537.3,Flood,85.21,Female,41
947,Rift Valley,Rice,8.33,2025-03-26,2025-09-08,10733.4,175.5,925.4,Flood,67.77,Male,49
948,Nyanza,Potatoes,2.62,2025-06-02,2025-11-27,5917.3,387.2,989.0,Rain-fed,32.33,Male,61
949,Nyanza,Wheat,10.84,2025-01-29,2025-05-05,1054.3,102.3,127.5,Sprinkler,75.91,Male,78
950,Western,Potatoes,2.1,2025-02-15,2025-07-25,1349.6,189.6,1012.2,Sprinkler,86.65,Female,65
951,Rift Valley,Wheat,18.99,2025-04-29,2025-08-26,4895.7,82.3,954.5,Flood,45.94,Female,69
952,Eastern,Beans,18.56,2025-04-24,2025-10-10,2382.0,269.9,897.5,Drip,79.31,Male,38
953,Rift Valley,Maize,15.62,2025-04-01,2025-09-05,4400.3,102.0,773.8,Sprinkler,44.52,Male,55
954,Nyanza,Wheat,19.93,2025-03-04,2025-08-11,2184.8,434.5,731.1,Rain-fed,36.53,Male,60
955,Eastern,Wheat,3.57,2025-03-03,2025-07-21,563.6,34.9,897.9,Sprinkler,38.53,Female,22
956,Rift Valley,Maize,11.35,2025-05-11,2025-08-05,10066.6,42.5,1161.8,Drip,98.6,Female,43
957,Rift Valley,Rice,14.9,2025-01-20,2025-07-16,1294.3,301.7,419.3,Rain-fed,40.29,Female,26
958,Rift Valley,Potatoes,13.83,2025-06-28,2025-11-04,11117.7,263.1,678.5,Flood,118.61,Male,25
959,Nyanza,Maize,16.27,2025-06-29,2025-10-08,10950.8,79.6,968.0,Drip,115.35,Female,66
960,Eastern,Beans,5.9,2025-01-25,2025-06-02,9660.9,478.5,823.4,Flood,39.36,Male,37
961,Eastern,Beans,2.08,2025-06-05,2025-08-12,7608.4,171.1,992.1,Rain-fed,44.79,Male,33
962,Central,Wheat,2.0,2025-03-05,2025-07-24,3450.7,382.8,1068.3,Sprinkler,105.17,Male,72
963,Rift Valley,Potatoes,12.99,2025-04-30,2025-09-20,2841.0,444.4,152.3,Drip,96.69,Male,63
964,Nyanza,Potatoes,13.93,2025-05-22,2025-08-29,7803.3,170.0,108.6,Flood,75.37,Male,32
965,Central,Wheat,6.55,2025-01-28,2025-07-19,1502.0,61.0,513.4,Drip,68.49,Female,22
966,Central,Maize,14.59,2025-01-24,2025-06-02,2137.6,310.0,122.2,Sprinkler,33.77,Female,51
967,Eastern,Wheat,15.12,2025-05-14,2025-10-27,7629.4,88.8,275.6,Flood,114.77,Male,56
968,Central,Maize,2.92,2025-02-04,2025-05-22,11313.0,474.8,793.8,Rain-fed,118.51,Female,47
969,Central,Rice,10.29,2025-05-07,2025-08-21,5288.5,393.2,985.0,Drip,85.62,Male,52
970,Western,Beans,18.87,2025-05-31,2025-11-07,3902.3,392.3,964.3,Sprinkler,105.27,Male,24
971,Central,Wheat,11.44,2025-04-25,2025-07-31,4703.5,209.0,882.3,Flood,48.45,Female,26
972,Western,Beans,8.62,2025-01-19,2025-06-13,6713.9,115.0,592.6,Drip,63.47,Male,63
973,Eastern,Potatoes,16.2,2025-05-28,2025-11-14,6258.4,339.8,725.6,Rain-fed,33.94,Female,54
974,Nyanza,Potatoes,18.24,2025-06-23,2025-10-21,9524.2,48.0,241.2,Rain-fed,51.53,Male,48
975,Rift Valley,Potatoes,3.17,2025-05-02,2025-07-09,7878.6,123.9,305.1,Flood,119.9,Female,71
976,Rift Valley,Maize,12.71,2025-06-22,2025-08-31,6668.9,170.3,171.7,Rain-fed,50.39,Male,22
977,Eastern,Maize,2.95,2025-05-25,2025-07-29,6149.9,67.7,1133.2,Flood,75.52,Male,56
978,Central,Wheat,6.22,2025-01-25,2025-07-02,5844.3,303.0,851.1,Drip,26.56,Male,46
979,Eastern,Rice,5.94,2025-05-21,2025-10-13,6649.9,285.0,1128.0,Drip,88.28,Male,48
980,Western,Rice,2.23,2025-02-20,2025-07-27,2308.6,386.1,1129.5,Rain-fed,26.09,Male,50
981,Central,Rice,1.82,2025-05-12,2025-08-31,3408.0,428.2,892.5,Drip,31.93,Male,41
982,Central,Beans,13.34,2025-05-16,2025-08-19,10476.0,260.2,473.2,Sprinkler,32.64,Female,78
983,Rift Valley,Maize,3.32,2025-01-01,2025-03-29,2090.2,456.0,432.4,Sprinkler,113.95,Male,52
984,Western,Maize,19.39,2025-02-11,2025-06-16,2778.4,31.2,566.8,Rain-fed,117.18,Female,62
985,Central,Wheat,19.56,2025-02-07,2025-05-21,11599.9,315.2,224.5,Drip,70.74,Male,39
986,Nyanza,Wheat,7.35,2025-05-23,2025-09-04,7217.3,69.3,119.4,Rain-fed,72.02,Male,23
987,Western,Potatoes,3.0,2025-05-12,2025-08-11,5141.2,223.1,442.7,Drip,69.81,Female,35
988,Nyanza,Maize,17.69,2025-06-06,2025-10-03,1692.5,37.1,942.7,Rain-fed,23.53,Female,55
989,Western,Rice,7.73,2025-04-12,2025-07-29,11940.8,266.4,876.5,Flood,57.27,Female,70
990,Western,Beans,18.64,2025-02-11,2025-05-29,1110.4,462.1,981.0,Sprinkler,83.92,Female,22
991,Nyanza,Potatoes,9.5,2025-04-11,2025-08-10,2442.7,308.9,211.8,Rain-fed,27.16,Male,72
992,Central,Beans,12.28,2025-06-14,2025-10-01,1082.5,105.4,545.0,Sprinkler,77.4,Male,63
993,Central,Potatoes,18.02,2025-02-20,2025-06-19,2267.6,273.0,558.5,Sprinkler,82.54,Female,75
994,Nyanza,Beans,8.22,2025-02-18,2025-06-27,6855.6,269.3,369.5,Flood,95.74,Male,29
995,Central,Rice,12.8,2025-06-05,2025-11-06,4527.1,327.2,1078.8,Drip,88.23,Male,34
996,Rift Valley,Rice,4.4,2025-05-24,2025-08-29,11719.0,466.6,772.5,Rain-fed,104.52,Female,32
997,Rift Valley,Maize,17.01,2025-02-11,2025-07-26,8952.9,114.0,303.1,Rain-fed,33.87,Male,60
998,Central,Potatoes,1.74,2025-01-14,2025-04-11,979.3,409.7,821.2,Flood,25.91,Male,35
