TransactionID,Date,StoreID,Region,ProductID,Category,UnitPrice,Quantity,Discount,Cost,Sales,Profit,CustomerID,Age,Gender,Membership,PaymentMethod,Promotion,Holiday,InventoryLevel,CustomerSatisfaction
2896,2024-09-10,S013,West,P9977,Groceries,219.1,5,0,125.04,1095.5,470.3,C33666,71,Female,Silver,Cash,Clearance,0,194,2.4
2897,2025-01-29,S009,West,P2970,Clothing,917.35,3,10,733.81,2476.85,495.56,C37667,69,Male,None,Online,Weekend Deal,1,367,3.9
2898,2025-09-24,S001,West,P8693,Office Supplies,860.66,11,20,488.5,7573.81,3275.01,C42374,31,Female,Silver,Cash,Holiday Sale,1,281,3.0
2899,2025-03-09,S001,East,P2223,Groceries,644.64,13,20,567.71,6704.26,800.07,C96109,27,Female,Platinum,Card,Clearance,0,44,3.3
2900,2025-12-24,S020,East,P7668,Clothing,127.77,2,0,97.37,255.54,60.8,C54720,23,Male,Silver,Cash,Holiday Sale,0,122,4.7
2901,2024-03-18,S002,North,P7870,Clothing,482.48,9,0,306.48,4342.32,1584.0,C82109,30,Male,None,Online,None,1,292,4.9
2902,2025-10-25,S020,South,P5214,Office Supplies,956.86,7,0,793.01,6698.02,1146.95,C93586,37,Male,Gold,Mobile Money,Loyalty Offer,1,199,4.6
2903,2025-12-17,S012,West,P4979,Clothing,616.91,2,5,438.51,1172.13,338.96,C98381,63,Female,Gold,Cash,Clearance,0,257,4.9
2904,2025-04-26,S018,East,P6852,Furniture,988.24,4,25,561.43,2964.72,1280.43,C33909,37,Female,Platinum,Cash,Loyalty Offer,1,199,3.2
2905,2024-10-31,S017,North,P3048,Furniture,959.86,4,25,810.16,2879.58,449.1,C34043,24,Male,Silver,Cash,Holiday Sale,0,463,2.4
2906,2024-09-13,S015,West,P9267,Electronics,332.35,9,20,262.57,2392.92,502.42,C53670,43,Male,Gold,Card,Holiday Sale,0,162,3.4
2907,2025-04-13,S011,East,P5473,Groceries,860.24,12,25,674.8,7742.16,1668.96,C24588,22,Male,Platinum,Card,Loyalty Offer,0,49,3.2
2908,2025-08-04,S018,North,P7401,Clothing,898.57,12,5,523.22,10243.7,4278.99,C11609,18,Male,Gold,Cash,Weekend Deal,0,22,3.0
2909,2024-01-13,S015,East,P2279,Electronics,70.54,5,20,57.7,282.16,51.36,C77947,73,Female,None,Mobile Money,Clearance,1,112,3.7
2910,2025-05-20,S011,South,P2698,Electronics,550.54,6,5,286.84,3138.08,1503.09,C43762,39,Male,Platinum,Card,None,1,435,4.2
2911,2024-12-20,S002,West,P3714,Furniture,139.32,14,20,93.88,1560.38,508.93,C92893,39,Male,None,Mobile Money,Holiday Sale,0,239,1.6
2912,2025-08-22,S001,East,P9433,Office Supplies,52.28,15,5,29.04,744.99,331.17,C12254,24,Male,Gold,Mobile Money,Weekend Deal,1,367,3.0
2913,2025-11-14,S020,South,P5681,Office Supplies,758.81,3,0,503.7,2276.43,765.33,C33100,31,Male,Gold,Mobile Money,Loyalty Offer,0,30,3.8
2914,2024-06-01,S016,West,P6232,Electronics,94.14,11,20,61.11,828.43,290.66,C92355,66,Male,Gold,Cash,Clearance,0,429,3.6
2915,2025-10-10,S012,North,P2277,Clothing,507.39,6,5,455.22,2892.12,297.37,C74486,36,Female,Platinum,Cash,None,1,82,2.6
2916,2024-07-03,S005,Central,P1142,Furniture,947.56,1,0,483.43,947.56,464.13,C38799,72,Male,Gold,Mobile Money,Loyalty Offer,0,85,1.9
2917,2024-03-04,S015,West,P2798,Electronics,968.86,4,10,730.76,3487.9,857.16,C71882,34,Male,Silver,Cash,Clearance,0,472,2.4
2918,2024-09-19,S015,West,P4949,Groceries,381.32,12,25,220.49,3431.88,1447.47,C10924,66,Female,None,Card,Clearance,0,45,1.9
2919,2024-06-20,S006,Central,P2794,Groceries,412.24,1,20,213.09,329.79,159.32,C33055,64,Male,Platinum,Card,Weekend Deal,0,97,1.0
2920,2024-03-28,S012,West,P2315,Office Supplies,111.72,7,10,67.33,703.84,279.66,C60496,56,Female,None,Cash,Weekend Deal,0,223,1.0
2921,2025-09-13,S004,North,P4501,Clothing,332.22,5,20,285.65,1328.88,186.28,C77145,39,Female,Platinum,Card,None,1,62,3.6
2922,2025-09-07,S016,Central,P2680,Office Supplies,887.67,14,10,660.59,11184.64,2861.21,C18998,26,Male,None,Card,Loyalty Offer,1,312,2.2
2923,2024-06-30,S002,Central,P9356,Clothing,988.71,5,15,654.72,4202.02,1419.46,C12829,25,Male,Gold,Online,Loyalty Offer,0,211,1.1
2924,2024-05-17,S009,East,P4369,Electronics,139.47,8,25,121.9,836.82,105.42,C39770,63,Male,Platinum,Card,None,0,436,1.2
2925,2025-04-17,S011,Central,P4076,Office Supplies,562.87,15,0,392.08,8443.05,2561.85,C79216,60,Male,Platinum,Mobile Money,Weekend Deal,0,287,3.3
2926,2025-09-06,S007,North,P9221,Office Supplies,273.28,1,5,194.95,259.62,74.41,C85629,33,Female,Gold,Online,Loyalty Offer,1,472,2.7
2927,2025-10-29,S013,South,P6078,Furniture,263.19,1,10,175.61,236.87,78.82,C30222,67,Male,Platinum,Cash,Clearance,0,392,4.9
2928,2025-06-02,S016,South,P8570,Office Supplies,94.86,9,5,70.75,811.05,206.14,C73124,45,Male,Gold,Cash,Clearance,1,134,3.8
2929,2025-03-27,S003,North,P2111,Office Supplies,561.94,13,20,463.31,5844.18,1025.75,C96418,56,Female,Silver,Cash,Clearance,0,236,3.1
2930,2025-06-19,S005,South,P9292,Groceries,737.01,8,25,605.36,4422.06,789.9,C43406,41,Female,Gold,Cash,Weekend Deal,1,232,2.6
2931,2024-12-13,S020,South,P1667,Furniture,653.51,8,5,436.48,4966.68,1649.43,C67285,23,Female,None,Online,Clearance,1,100,4.0
2932,2025-04-15,S018,North,P5380,Clothing,749.45,10,5,496.04,7119.77,2407.4,C18000,41,Male,Silver,Cash,None,0,262,1.5
2933,2025-03-03,S006,West,P9039,Clothing,701.41,6,25,369.95,3156.35,1491.57,C81801,73,Male,Platinum,Card,Clearance,0,132,4.8
2934,2024-06-21,S020,South,P3436,Groceries,126.01,2,5,112.87,239.42,24.97,C78862,71,Male,Gold,Online,Holiday Sale,0,355,3.7
2935,2024-01-18,S017,Central,P6986,Furniture,872.13,3,20,453.86,2093.11,1003.85,C20414,58,Female,Silver,Mobile Money,Weekend Deal,0,77,4.5
2936,2024-06-25,S020,South,P9304,Furniture,956.69,5,25,585.63,3587.59,1391.48,C51984,63,Male,Platinum,Cash,Weekend Deal,1,368,4.2
2937,2025-04-25,S001,West,P2838,Furniture,819.02,6,15,600.12,4177.0,1116.39,C27231,29,Female,Silver,Online,Holiday Sale,0,107,5.0
2938,2025-12-13,S010,Central,P8399,Groceries,838.16,12,5,713.0,9555.02,1426.82,C20120,51,Male,Platinum,Card,None,0,43,2.2
2939,2024-06-06,S005,Central,P8664,Electronics,959.3,1,5,539.47,911.33,398.84,C40387,38,Male,Platinum,Cash,None,1,341,2.3
2940,2024-01-14,S020,West,P8751,Office Supplies,411.66,6,15,264.54,2099.47,750.31,C97367,48,Male,None,Cash,Loyalty Offer,1,94,3.7
2941,2025-02-04,S020,Central,P6211,Electronics,363.17,13,15,307.3,4013.03,617.36,C41275,36,Male,Silver,Cash,Weekend Deal,0,24,3.9
2942,2024-04-09,S016,North,P4212,Furniture,425.2,4,15,260.77,1445.68,559.06,C82599,50,Male,None,Mobile Money,Holiday Sale,1,22,1.5
2943,2025-07-02,S010,East,P7954,Electronics,148.66,7,0,92.77,1040.62,391.23,C10870,53,Male,None,Online,Holiday Sale,1,461,3.8
2944,2025-12-24,S010,East,P7376,Groceries,661.81,2,0,460.17,1323.62,403.28,C70867,35,Male,Silver,Mobile Money,Weekend Deal,0,0,3.2
2945,2024-10-04,S020,Central,P6938,Office Supplies,180.91,15,25,158.12,2035.24,256.39,C51466,74,Male,None,Online,Loyalty Offer,1,144,3.7
2946,2024-07-31,S018,Central,P9210,Groceries,549.66,15,10,444.92,7420.41,1413.99,C55169,27,Male,None,Mobile Money,Holiday Sale,0,373,4.0
2947,2025-02-12,S001,,P9404,Furniture,787.1,14,5,410.22,10468.43,5012.5,C70437,39,Male,Gold,Mobile Money,Loyalty Offer,1,303,4.7
2948,2024-09-10,S008,North,P1704,Furniture,717.47,12,0,621.24,8609.64,1154.76,C14980,54,Female,None,Mobile Money,Weekend Deal,1,48,1.9
2949,2025-04-06,S020,West,P1602,Electronics,912.51,1,15,608.92,775.63,258.05,C27509,56,Female,None,Mobile Money,Weekend Deal,0,348,4.6
2950,2025-08-17,S006,Central,P7870,Electronics,647.51,7,0,478.14,4532.57,1185.59,C71292,56,Male,Silver,Mobile Money,Holiday Sale,0,34,3.6
2951,2025-11-19,S013,South,P1179,Electronics,197.34,1,10,119.81,177.61,69.78,C27478,50,Female,Platinum,Mobile Money,Weekend Deal,1,414,1.6
2952,2025-02-03,S010,North,P2691,Electronics,818.3,6,10,710.7,4418.82,581.04,C29898,64,Female,Platinum,Mobile Money,Holiday Sale,1,429,1.4
2953,2025-03-17,S010,Central,P4861,Furniture,30.67,4,15,25.22,104.28,18.53,C39375,22,Male,Silver,Mobile Money,None,0,275,3.4
2954,2024-03-19,S018,North,P9404,Electronics,125.91,4,25,66.45,377.73,178.38,C58753,56,Male,Platinum,Cash,None,0,186,2.1
2955,2025-05-15,S015,South,P2147,Clothing,891.54,8,20,631.88,5705.86,1661.82,C36224,19,Female,Platinum,Card,Loyalty Offer,1,201,2.3
2956,2024-05-23,S019,South,P7838,Office Supplies,780.04,12,20,461.86,7488.38,3054.53,C25069,75,Female,Platinum,Mobile Money,Clearance,0,96,4.1
2957,2024-05-06,S009,East,P4637,Electronics,570.43,15,10,385.01,7700.8,2503.17,C64065,74,Male,Platinum,Card,Weekend Deal,0,456,2.7
2958,2025-07-15,S012,North,P6093,Groceries,779.48,7,0,568.56,5456.36,1476.44,C93226,40,Male,Silver,Card,Loyalty Offer,0,460,1.7
2959,2024-09-04,S020,Central,P8644,Electronics,546.64,13,10,355.59,6395.69,2235.29,C79009,28,Male,Gold,Online,Clearance,0,281,3.8
2960,2025-05-13,S010,South,P7343,Electronics,126.74,7,15,108.51,754.1,108.47,C65260,59,Male,None,Cash,Clearance,0,464,2.8
2961,2024-02-09,S020,East,P1503,Groceries,763.6,11,25,535.37,6299.7,1882.9,C27603,42,Male,Gold,Cash,None,0,176,4.3
2962,2025-11-20,S013,West,P1690,Electronics,264.53,8,0,193.3,2116.24,569.84,C79398,57,Female,Platinum,Cash,Holiday Sale,1,22,4.6
2963,2025-09-30,S017,East,P1935,Office Supplies,422.98,11,20,278.88,3722.22,1268.08,C64372,36,Male,Gold,Cash,Holiday Sale,0,159,2.5
2964,2025-09-26,S003,North,P6842,electrnics,400.41,15,5,245.88,5705.84,2202.05,C48750,64,Female,Gold,Card,Weekend Deal,0,52,2.9
2965,2025-08-02,S008,West,P2478,Office Supplies,588.78,15,10,360.54,7948.53,3081.24,C27521,22,Male,Silver,Online,None,1,203,4.1
2966,2024-04-12,S007,West,P9311,Office Supplies,208.35,13,15,130.44,2302.27,860.91,C83368,22,Female,Gold,Mobile Money,Clearance,0,46,3.6
2967,2024-06-16,S012,North,P8014,Clothing,38.28,9,15,32.36,292.84,45.29,C32656,24,Male,Platinum,Card,Weekend Deal,0,84,4.0
2968,2024-01-30,S004,North,P5659,Office Supplies,478.32,14,0,410.56,6696.48,948.64,C75949,74,Male,Gold,Online,Holiday Sale,0,227,3.8
2969,2024-02-02,S019,West,P7607,Clothing,281.57,6,10,228.66,1520.48,285.71,C90607,73,Male,Gold,Mobile Money,None,1,139,2.9
2970,2025-08-28,S014,West,P7517,electrnics,860.36,14,20,481.89,9636.03,4238.86,C12691,18,Female,Platinum,Online,Weekend Deal,1,243,4.0
2971,2024-01-30,S003,North,P7343,Office Supplies,222.31,13,10,182.53,2601.03,465.43,C76401,24,Female,Silver,Mobile Money,None,0,179,1.1
2972,2025-12-24,S013,South,P3911,Groceries,822.55,10,0,721.04,8225.5,1015.1,C96406,54,Female,Platinum,Online,Holiday Sale,0,313,2.0
2973,2025-02-28,S018,South,P4749,Electronics,206.81,2,10,162.94,372.26,78.97,C20309,72,Female,Platinum,Cash,Clearance,1,142,3.8
2974,2025-10-05,S018,Central,P7772,Office Supplies,513.73,12,25,265.24,4623.57,2236.41,C38832,39,Female,Silver,Card,Weekend Deal,0,325,3.5
2975,2024-07-01,S012,South,P6850,Clothing,106.68,15,25,58.34,1200.15,543.83,C12299,52,Female,Gold,Online,Holiday Sale,0,178,2.5
2976,2024-11-12,S015,South,P2748,Electronics,959.64,11,0,835.08,10556.04,1370.16,C56973,68,Male,None,Card,Weekend Deal,1,117,4.1
2977,2024-01-21,S010,South,P3489,Groceries,397.47,12,10,306.18,4292.68,985.93,C89773,75,Male,None,Card,Holiday Sale,1,454,4.0
2978,2025-11-29,S010,South,P5032,Groceries,83.53,8,10,54.28,601.42,210.6,C75904,39,Female,Gold,Mobile Money,Holiday Sale,1,92,2.7
2979,2025-12-11,S018,Central,P4753,Clothing,723.89,11,25,470.97,5972.09,2086.59,C35935,35,Female,Gold,Cash,Holiday Sale,0,500,1.0
2980,2024-04-12,S011,East,P1121,Clothing,258.18,6,25,133.62,1161.81,560.52,C21596,56,Male,None,Online,Holiday Sale,1,176,2.1
2981,2024-09-28,S013,North,P8012,Clothing,804.82,2,20,413.44,1287.71,626.21,C36005,65,Female,Platinum,Mobile Money,None,1,306,1.9
2982,2024-04-07,S012,North,P3569,Clothing,13.67,5,0,12.11,68.35,7.8,C57293,63,Female,Silver,Cash,Clearance,0,208,3.7
2983,2024-08-13,S015,North,P7724,Electronics,870.74,9,0,721.07,7836.66,1347.03,C66268,64,Female,Silver,Mobile Money,Weekend Deal,1,269,1.9
2984,2024-06-22,S009,West,P7304,Office Supplies,234.65,12,0,130.83,2815.8,1245.84,C67724,34,Male,Platinum,Card,None,1,31,4.9
2985,2025-09-18,S011,West,P8015,Groceries,52.09,13,0,42.84,677.17,120.25,C34369,49,Female,None,Cash,Weekend Deal,1,204,1.7
2986,2025-09-20,S016,Central,P2962,Office Supplies,828.58,14,5,692.46,11020.11,1810.4,C66482,22,Male,None,Card,Clearance,1,289,4.7
2987,2025-01-19,S019,West,P6265,Electronics,254.76,12,25,146.81,2292.84,971.55,C40768,33,Male,Platinum,Online,Weekend Deal,1,251,2.5
2988,2025-10-16,S018,North,P7037,Furniture,729.65,15,15,420.76,9303.04,3938.35,C46741,53,Female,None,Online,Weekend Deal,1,254,2.4
2989,2025-12-12,S018,North,P2025,Electronics,460.17,15,0,347.45,6902.55,1690.8,C19782,61,Male,Gold,Card,Holiday Sale,0,80,3.2
2990,2024-02-28,S012,North,P2093,Electronics,636.18,10,20,506.65,5089.44,1036.24,C80571,20,Male,Silver,Card,None,1,171,3.8
2991,2025-11-05,S011,East,P5564,Groceries,334.37,11,0,189.62,3678.07,1592.25,C56577,25,Female,Silver,Online,Holiday Sale,0,371,2.0
2992,2024-12-15,S005,Central,P4080,Clothing,948.26,8,20,776.17,6068.86,1101.38,C46001,25,Male,Platinum,Online,Loyalty Offer,1,449,2.4
2993,2025-07-06,S015,West,P9733,Electronics,928.59,11,15,527.48,8682.32,3750.38,C95956,75,Male,Gold,Online,Holiday Sale,1,181,2.6
2994,2025-12-27,S019,East,P7144,Electronics,768.55,4,10,559.57,2766.78,752.33,C66327,63,Male,Platinum,Mobile Money,Loyalty Offer,0,163,3.5
2995,2025-01-07,S011,Central,P7399,Clothing,995.39,4,5,779.31,3782.48,821.1,C24362,41,Male,Gold,Online,Weekend Deal,1,140,2.5
2996,2025-11-09,S004,South,P8600,Groceries,930.29,11,0,594.42,10233.19,3694.57,C43636,66,Male,Silver,Card,Holiday Sale,0,23,4.3
2997,2025-08-13,S016,North,P9953,Electronics,880.66,2,20,583.3,1409.06,475.78,C75631,64,Male,None,Online,Clearance,0,35,1.6
2998,2024-01-18,S009,Central,P4045,Clothing,822.72,12,0,646.97,9872.64,2109.0,C57949,51,Female,Silver,Online,None,0,13,2.7
2999,2025-08-10,S010,North,P6257,Office Supplies,955.72,4,15,634.67,3249.45,1091.57,C28177,70,Male,Gold,Cash,Clearance,0,317,3.0
3000,2025-08-09,S008,East,P9673,Groceries,29.78,4,0,19.15,119.12,42.52,C45923,64,Female,Gold,Mobile Money,Loyalty Offer,0,389,2.4
3001,2024-01-21,S019,South,P5760,Office Supplies,38.28,15,15,20.92,488.07,221.34,C20422,43,Female,Silver,Cash,Clearance,0,285,2.7
3002,2025-09-12,S009,North,P2069,Furniture,597.14,5,20,322.38,2388.56,1099.04,C97512,40,Male,Platinum,Card,Weekend Deal,1,154,1.1
3003,2024-07-28,S014,North,P3771,Furniture,192.58,9,5,129.38,1646.56,540.36,C77202,72,Male,Platinum,Card,Loyalty Offer,1,232,3.6
3004,2025-04-06,S004,Central,P6513,Groceries,407.25,6,0,318.61,2443.5,531.84,C16319,54,Female,Silver,Cash,None,0,454,3.1
3005,2024-04-12,S014,Central,P2525,Electronics,514.48,12,15,367.32,5247.7,1501.03,C73820,23,Male,None,Mobile Money,None,0,145,4.6
3006,2024-03-15,S019,South,P6922,Electronics,748.71,4,20,441.33,2395.87,983.62,C27430,40,Male,Silver,Online,Loyalty Offer,1,149,1.6
3007,2024-03-09,S010,East,P9300,Electronics,31.3,8,15,19.07,212.84,83.16,C40658,32,Female,None,Mobile Money,Clearance,0,340,3.2
3008,2025-11-04,S004,East,P3761,Clothing,360.66,8,15,236.71,2452.49,842.86,C20481,53,Female,Silver,Mobile Money,Weekend Deal,1,370,1.0
3009,2024-03-14,S010,South,P4039,Electronics,366.32,5,10,324.72,1648.44,187.2,C26128,41,Male,Platinum,Cash,Clearance,1,186,5.0
3010,2024-02-23,S011,North,P9654,Clothing,658.67,9,20,403.93,4742.42,1834.13,C57591,42,Male,None,Card,None,0,63,2.9
3011,2024-10-07,S009,Central,P4831,Electronics,434.1,2,25,375.36,651.15,88.11,C77848,27,Female,Gold,Card,None,0,324,3.0
3012,2025-11-15,S014,South,P9814,Clothing,609.31,6,25,536.8,2741.89,326.29,C12973,67,Male,Platinum,Online,None,0,134,2.0
3013,2024-08-19,S003,Central,P5441,Furniture,651.45,4,15,543.2,2214.93,368.05,C37353,69,Female,Platinum,Card,Weekend Deal,0,362,3.1
3014,2024-06-09,S008,South,P8223,Furniture,24.06,3,25,15.75,54.13,18.7,C39506,64,Male,Silver,Cash,Holiday Sale,0,335,4.7
3015,2025-11-29,S003,South,P7154,Clothing,716.41,14,20,373.33,8023.79,3842.5,C70384,70,Male,Gold,Card,Clearance,0,153,4.7
3016,2024-02-15,S013,Central,P2795,Clothing,625.61,2,0,398.26,1251.22,454.7,C37622,28,Male,Silver,Mobile Money,Clearance,1,6,4.0
3017,2025-10-29,S015,Central,P6830,Office Supplies,61.95,12,5,40.61,706.23,243.28,C20651,62,Female,None,Cash,Clearance,1,404,1.0
3018,2024-10-27,S003,West,P1478,Electronics,376.25,6,5,262.61,2144.62,647.75,C61995,64,Female,Gold,Online,Loyalty Offer,1,429,4.9
3019,2024-07-23,S001,East,P1630,Clothing,271.05,7,15,137.45,1612.75,794.92,C11175,57,Male,Silver,Card,Holiday Sale,0,413,1.7
3020,2024-01-09,S005,East,P4112,Electronics,758.42,4,25,614.4,2275.26,432.06,C25085,32,Male,Gold,Cash,None,0,202,1.5
3021,2025-04-17,S011,South,P6781,Electronics,924.01,5,25,538.66,3465.04,1445.06,C86544,25,Female,None,Card,Weekend Deal,0,218,1.2
3022,2025-01-18,S009,East,P2893,Furniture,273.31,11,20,212.31,2405.13,536.8,C81544,51,Female,Gold,Online,Holiday Sale,0,81,1.7
3023,2025-06-16,S007,South,P6135,Groceries,53.26,5,15,41.62,226.35,49.47,C24727,58,Female,Platinum,Card,Loyalty Offer,0,197,1.1
3024,2025-05-31,S019,Central,P4392,Clothing,303.51,14,5,269.1,4036.68,457.65,C59093,48,Male,Silver,Mobile Money,Loyalty Offer,0,335,1.1
3025,2024-04-25,S019,West,P2507,Furniture,818.41,8,15,524.73,5565.19,1997.02,C63987,42,Male,Silver,Card,Holiday Sale,1,423,2.5
3026,2025-12-05,S016,South,P2263,Electronics,898.82,5,0,784.94,4494.1,569.4,C73451,30,Male,Platinum,Card,Loyalty Offer,0,208,3.5
3027,2024-05-21,S010,North,P5770,Furniture,393.7,4,5,237.51,1496.06,593.52,C89453,54,Male,Silver,Card,Clearance,0,332,2.0
3028,2024-08-27,S007,East,P9235,Furniture,852.97,8,0,705.3,6823.76,1181.36,C15358,55,Female,Silver,Card,None,1,43,3.7
3029,2024-09-14,S014,Central,P3463,Office Supplies,969.0,12,15,736.79,9883.8,2368.54,C59272,53,Male,Platinum,Cash,Holiday Sale,0,192,2.3
3030,2025-02-08,S005,East,P4102,Furniture,773.74,15,10,647.55,10445.49,1703.57,C29912,70,Male,Platinum,Card,Weekend Deal,0,385,1.9
3031,2024-03-12,S006,Central,P1018,Office Supplies,81.83,13,0,70.76,1063.79,143.91,C13768,21,Male,Silver,Online,None,0,422,3.1
3032,2025-12-30,S003,South,P2298,Clothing,972.79,7,25,856.08,5107.15,612.73,C76809,45,Male,Gold,Online,Holiday Sale,0,172,4.4
3033,2024-09-17,S001,East,P4954,Office Supplies,375.02,10,20,335.37,3000.16,317.2,C44308,71,Female,Silver,Mobile Money,Clearance,0,408,4.7
3034,2025-02-15,S003,West,P2903,Electronics,750.25,4,20,483.8,2400.8,852.64,C42057,39,Male,None,Mobile Money,None,1,104,4.1
3035,2025-04-11,S002,East,P7259,Clothing,266.66,4,0,217.38,1066.64,197.12,C43828,63,Male,Platinum,Mobile Money,Holiday Sale,1,62,4.6
3036,2025-04-08,S003,East,P1684,Clothing,712.07,9,0,538.28,6408.63,1564.11,C70535,67,Male,Gold,Card,Loyalty Offer,1,113,2.6
3037,2025-02-24,S011,North,P1457,Office Supplies,625.2,12,0,441.43,7502.4,2205.24,C73049,55,Male,None,Mobile Money,Clearance,1,252,1.6
3038,2025-07-27,S020,West,P9880,Clothing,975.57,5,25,569.09,3658.39,1524.3,C89592,44,Male,Platinum,Mobile Money,None,0,105,3.7
3039,2024-12-03,S001,West,P1596,Clothing,512.3,13,5,270.73,6326.9,2983.39,C33227,56,Female,Silver,Cash,Loyalty Offer,0,376,2.5
3040,2025-10-15,S010,West,P7167,Clothing,888.72,4,25,775.87,2666.16,338.55,C30636,26,Male,Platinum,Online,None,0,270,2.4
3041,2025-07-11,S018,South,P6332,Electronics,176.53,6,20,113.31,847.34,303.46,C29905,75,Female,Platinum,Mobile Money,None,1,376,1.3
3042,2024-05-14,S004,West,P2251,Furniture,233.45,3,5,122.7,665.33,315.64,C57697,42,Female,None,Mobile Money,Clearance,1,200,1.8
3043,2025-07-20,S005,Central,P1046,Clothing,360.97,13,15,244.88,3988.72,1282.79,C18914,26,Male,None,Card,Holiday Sale,0,296,4.6
3044,2024-10-18,S011,South,P8334,Office Supplies,567.31,13,5,377.64,7006.28,2342.42,C51574,36,Male,Gold,Mobile Money,Loyalty Offer,1,83,4.4
3045,2025-05-02,S016,West,P8406,Furniture,328.83,14,5,176.48,4373.44,2026.25,C17156,74,Male,Gold,Online,None,0,456,4.7
3046,2024-03-16,S013,West,P9262,Furniture,812.02,15,5,657.27,11571.28,2205.19,C57218,73,Female,None,Online,Holiday Sale,1,21,4.5
3047,2025-09-11,S016,Central,P6025,Furniture,581.83,6,5,313.95,3316.43,1526.92,C71388,31,Male,Gold,Mobile Money,None,1,310,1.6
3048,2024-03-27,S015,North,P7887,Clothing,489.97,4,15,264.49,1665.9,766.63,C84740,64,Male,Gold,Mobile Money,None,1,230,3.4
3049,2025-09-13,S004,East,P9643,Clothing,51.85,15,5,45.84,738.86,85.64,C95100,59,Male,None,Online,None,1,343,3.8
3050,2025-02-18,S001,North,P5366,Furniture,921.13,12,25,536.88,8290.17,3458.25,C75003,22,Male,Silver,Cash,Holiday Sale,0,50,2.3
3051,2024-02-05,S018,North,P8728,Electronics,57.82,1,0,34.27,57.82,23.55,C10192,66,Female,Gold,Mobile Money,Clearance,0,416,3.9
3052,2025-01-21,S014,North,P7294,Office Supplies,555.89,8,10,443.63,4002.41,808.27,C55824,64,Female,None,Mobile Money,Holiday Sale,0,155,1.1
3053,2024-02-07,S010,East,P9161,Office Supplies,650.85,8,15,558.03,4425.78,631.18,C87229,63,Male,None,Mobile Money,Clearance,0,282,1.4
3054,2025-06-08,S016,South,P4891,Electronics,964.96,13,20,596.67,10035.58,3830.22,C10146,71,Female,Platinum,Cash,Weekend Deal,1,173,3.8
3055,2024-03-18,S013,West,P5695,Groceries,36.19,13,5,24.41,446.95,145.48,C57055,18,Male,Gold,Online,None,0,91,4.0
3056,2024-01-19,S016,West,P7576,Groceries,504.51,9,5,310.32,4313.56,1660.32,C86245,31,Male,Gold,Cash,Loyalty Offer,0,274,1.2
3057,2024-11-01,S002,East,P9614,Furniture,286.91,5,20,227.2,1147.64,238.84,C35658,31,Female,None,Mobile Money,Clearance,1,451,1.5
3058,2025-07-27,S009,Central,P2956,Clothing,636.17,13,15,414.25,7029.68,2452.22,C25310,41,Male,None,Card,None,0,407,1.1
3059,2024-06-28,S016,Central,P6208,Electronics,521.42,1,25,301.68,391.06,164.8,C86227,71,Male,Silver,Cash,Holiday Sale,0,464,1.8
3060,2024-04-10,S013,North,P4560,Office Supplies,927.43,4,15,581.6,3153.26,1175.82,C26994,66,Female,Gold,Online,Clearance,0,6,1.1
3061,2024-03-09,S014,East,P7485,Electronics,405.72,14,0,344.53,5680.08,856.66,C48613,34,Male,Silver,Card,Weekend Deal,0,456,3.3
3062,2025-08-22,S003,East,P9857,Office Supplies,258.37,14,15,205.25,3074.6,632.13,C23743,32,Male,Silver,Card,Clearance,0,163,1.8
3063,2025-12-28,S002,South,P5050,Clothing,891.95,14,5,460.14,11862.94,5743.07,C68004,19,Female,Gold,Card,Holiday Sale,1,39,1.7
3064,2025-01-01,S019,Central,P4516,Furniture,832.17,8,20,495.91,5325.89,2152.06,C55541,64,Male,Platinum,Mobile Money,Weekend Deal,1,313,2.2
3065,2025-01-21,S003,East,P2531,Furniture,511.84,9,5,398.72,4376.23,967.18,C99768,28,Female,Gold,Cash,Loyalty Offer,0,470,2.3
3066,2024-10-07,S008,Central,P5781,Clothing,955.31,3,5,735.12,2722.63,627.54,C25592,73,Male,Silver,Card,Weekend Deal,1,143,4.4
3067,2024-06-30,S003,Central,P6858,Furniture,843.56,1,25,730.8,632.67,84.57,C42642,53,Female,Gold,Card,None,0,446,1.2
3068,2024-05-17,S014,North,P2744,Clothing,275.11,5,5,213.66,1306.77,291.89,C52167,72,Male,None,Mobile Money,Clearance,0,257,4.7
3069,2025-04-24,S004,Central,P6466,Furniture,311.95,7,15,235.78,1856.1,453.21,C91676,35,Female,None,Card,Weekend Deal,1,162,1.3
3070,2024-09-21,S009,North,P3295,Office Supplies,723.5,9,15,563.99,5534.77,1220.25,C33535,52,Female,Platinum,Online,None,0,247,1.1
3071,2024-11-28,S002,East,P5666,Office Supplies,308.49,3,10,154.38,832.92,416.1,C69418,31,Female,Platinum,Card,Loyalty Offer,1,325,3.3
3072,2024-12-17,S010,North,P7385,Office Supplies,415.66,3,25,288.6,935.24,285.88,C69879,25,Male,Platinum,Card,Clearance,0,497,4.5
3073,2024-10-24,S020,North,P1121,Groceries,660.96,14,5,520.49,8790.77,1868.25,C55173,41,Female,Platinum,Online,Clearance,1,278,4.7
3074,2025-03-03,S001,Central,P7188,Clothing,609.3,2,20,361.07,974.88,397.17,C91895,69,Female,Silver,Cash,None,0,47,1.2
3075,2024-06-06,S014,North,P3061,Electronics,804.94,4,15,634.8,2736.8,578.48,C89646,38,Male,Silver,Card,Loyalty Offer,1,52,4.8
