TransactionID,Date,Region,Category,Quantity,UnitPrice,Discount,Sales,Gender,Age
783,2025-03-03,West,Furniture,2,428.94,0.05,814.986,Male,62
784,2025-04-05,West,Office Supplies,5,150.81,0.0,754.05,Female,62
785,2025-12-08,East,Electronics,6,132.38,0.0,794.28,Female,42
786,2025-06-20,South,Clothing,1,132.83,0.1,119.54700000000001,Male,49
787,2025-04-13,North,Furniture,10,199.35,0.15,1694.475,Female,31
788,2025-11-11,North,Electronics,2,456.74,0.1,822.1320000000001,Male,22
789,2025-10-20,West,Furniture,5,389.73,0.0,1948.65,Male,20
790,2025-12-07,West,Electronics,7,136.89,0.1,862.4069999999999,Female,48
791,2025-08-12,South,Electronics,7,422.8,0.0,2959.6,Female,62
792,2025-09-04,East,Office Supplies,2,285.79,0.1,514.422,Female,21
793,2025-11-20,North,Clothing,2,185.85,0.1,334.53,Female,59
794,2025-04-14,South,Office Supplies,3,279.47,0.15,712.6485,Female,24
795,2025-11-19,South,Furniture,6,245.82,0.15,1253.682,Male,30
796,2025-01-13,North,Office Supplies,10,123.05,0.15,1045.925,Female,52
797,2025-08-19,East,Electronics,1,23.34,0.0,23.34,Female,25
798,2025-04-19,South,Furniture,9,231.89,,2087.0099999999998,Male,20
799,2025-03-14,North,Furniture,8,328.65,0.15,2234.8199999999997,Male,18
800,2025-03-30,West,Furniture,1,452.81,0.0,452.81,Male,70
801,2025-02-24,South,Electronics,2,251.09,,502.18,Male,45
802,2025-06-22,South,Office Supplies,7,165.5,,1158.5,Male,66
803,2025-01-24,North,Office Supplies,10,90.86,0.0,908.6,Male,66
804,2025-08-01,South,Clothing,3,349.67,,1049.01,Male,55
805,2025-01-21,West,Furniture,3,54.48,,163.44,Male,49
806,2025-02-11,East,Clothing,1,8.58,0.0,8.58,Female,62
807,2025-03-06,West,Clothing,4,75.83,0.1,272.988,Male,29
808,2025-11-09,North,Office Supplies,1,300.15,0.15,255.12749999999997,Female,44
809,2025-01-03,North,Office Supplies,9,121.64,0.0,1094.76,Male,47
810,2025-11-17,North,Furniture,4,141.83,0.05,538.9540000000001,Female,49
811,2025-04-01,North,Office Supplies,3,336.72,0.0,1010.1600000000001,Female,31
812,2025-08-11,North,Electronics,5,170.48,0.15,724.54,Male,52
813,2025-04-01,North,Electronics,3,393.82,0.15,1004.241,Male,64
814,2025-08-16,South,Office Supplies,10,291.98,0.15,2481.83,Male,67
815,2025-02-26,West,Furniture,6,117.75,0.05,671.175,Female,32
816,2025-02-07,West,Furniture,8,294.62,0.0,2356.96,Male,57
817,2025-08-21,West,Furniture,3,196.73,0.05,560.6804999999999,Female,35
818,2025-04-14,North,Office Supplies,6,67.97,,407.82,Male,25
819,2025-08-27,South,Office Supplies,8,212.02,0.1,1526.544,Male,68
820,2025-11-23,South,Electronics,10,453.26,,4532.6,Female,51
821,2025-09-08,East,Electronics,4,297.83,0.15,1012.622,Female,65
822,2025-05-07,South,Furniture,4,167.01,,668.04,Male,44
823,2025-01-23,North,Clothing,1,495.68,,495.68,Female,48
824,2025-12-23,North,Electronics,2,228.96,0.05,435.024,Female,31
825,2025-03-09,North,Clothing,6,151.42,0.0,908.52,Female,28
826,2025-12-27,North,Clothing,8,429.67,,3437.36,Female,67
827,2025-03-12,West,Electronics,7,96.55,0.1,608.265,Male,42
828,2025-12-20,West,Office Supplies,6,267.81,0.1,1446.1740000000002,Male,68
829,2025-12-17,North,Office Supplies,2,312.13,0.1,561.8340000000001,Male,25
830,2025-07-16,East,Office Supplies,6,235.35,0.0,1412.1,Male,59
831,2025-10-14,South,Office Supplies,2,282.58,0.05,536.9019999999999,Male,52
832,2025-02-28,South,Furniture,8,370.0,,2960.0,Female,40
833,2025-05-17,North,Electronics,9,341.71,0.1,2767.851,Female,40
834,2025-08-20,West,Office Supplies,8,253.22,0.0,2025.76,Female,57
835,2025-07-08,North,Electronics,2,98.24,0.15,167.00799999999998,Female,29
836,2025-05-28,North,Furniture,2,59.14,0.1,106.452,Female,27
837,2025-04-15,East,Clothing,9,476.29,0.0,4286.610000000001,Male,48
838,2025-06-27,East,Furniture,7,224.71,0.0,1572.97,Male,19
839,2025-04-29,East,Office Supplies,9,324.11,0.15,2479.4415000000004,Female,55
840,2025-12-07,West,Office Supplies,9,421.74,0.15,3226.3109999999997,Male,68
841,2025-06-06,West,Office Supplies,3,395.69,0.05,1127.7165,Female,67
842,2025-01-25,South,Furniture,3,179.79,0.15,458.4645,Female,29
843,2025-03-31,North,Office Supplies,3,84.82,0.0,254.45999999999998,Male,46
844,2025-05-14,North,Office Supplies,6,96.33,,577.98,Female,27
845,2025-07-10,East,Electronics,8,272.23,0.05,2068.948,Male,43
846,2025-09-13,South,Electronics,3,474.16,0.1,1280.232,Female,59
847,2025-12-28,South,Clothing,5,239.59,0.1,1078.155,Female,62
848,2025-02-27,North,Office Supplies,8,450.59,0.05,3424.4839999999995,Male,43
849,2025-11-13,East,Electronics,4,225.76,0.0,903.04,Male,55
850,2025-09-27,South,Electronics,4,391.74,0.1,1410.2640000000001,Male,52
851,2025-08-17,South,Clothing,2,488.04,0.15,829.668,Female,56
852,2025-11-06,West,Furniture,9,471.98,0.1,3823.038,Female,41
853,2025-07-17,East,Office Supplies,6,11.03,0.1,59.562,Female,53
854,2025-02-14,West,Clothing,4,365.29,0.15,1241.986,Female,28
855,2025-08-06,North,Furniture,7,74.09,,518.63,Male,37
856,2025-09-01,West,Electronics,9,493.39,0.0,4440.51,Male,44
857,2025-11-24,West,Furniture,5,210.18,,1050.9,Male,29
858,2025-07-15,East,Office Supplies,5,279.16,0.0,1395.8000000000002,Female,53
859,2025-08-26,South,Office Supplies,4,18.29,0.0,73.16,Female,58
860,2025-11-22,West,Furniture,8,66.47,0.1,478.584,Female,62
861,2025-11-27,West,Electronics,4,19.08,0.1,68.688,Female,55
862,2025-09-04,West,Electronics,10,220.85,0.1,1987.65,Female,50
863,2025-10-22,North,Furniture,1,423.41,0.05,402.2395,Female,47
864,2025-12-21,East,Office Supplies,3,181.91,0.0,545.73,Female,58
865,2025-07-02,North,Furniture,1,148.48,,148.48,Male,66
866,2025-02-18,East,Office Supplies,10,377.55,,3775.5,Female,35
867,2025-12-17,East,Furniture,6,52.44,,314.64,Male,26
868,2025-09-23,West,Office Supplies,5,189.64,0.15,805.9699999999999,Male,24
869,2025-04-22,North,Clothing,3,254.17,0.05,724.3845,Female,22
870,2025-03-01,East,Office Supplies,3,462.09,0.15,1178.3295,Female,26
871,2025-08-15,South,Office Supplies,10,263.94,0.1,2375.46,Male,65
872,2025-03-02,South,Office Supplies,4,68.71,0.05,261.09799999999996,Male,31
873,2025-03-08,North,Electronics,2,215.28,0.0,430.56,Female,66
874,2025-08-09,North,Clothing,1,102.19,0.0,102.19,Male,34
875,2025-01-23,North,Electronics,2,154.31,0.0,308.62,Male,55
876,2025-04-13,North,Furniture,3,336.95,0.0,1010.8499999999999,Female,55
877,2025-06-28,South,Electronics,6,84.48,,506.88,Male,70
878,2025-10-24,East,Furniture,1,266.78,0.05,253.44099999999997,Male,64
879,2025-02-20,East,Furniture,4,460.64,0.15,1566.176,Female,61
880,2025-02-24,West,Furniture,3,418.2,0.15,1066.4099999999999,Male,44
881,2025-02-27,South,Clothing,6,66.19,0.0,397.14,Female,63
882,2025-05-28,East,Clothing,9,362.46,0.0,3262.14,Male,42
883,2025-05-26,West,Furniture,8,302.19,0.1,2175.768,Female,36
884,2025-08-08,East,Furniture,4,429.1,0.15,1458.94,Male,61
885,2025-09-09,North,Electronics,2,201.2,,402.4,Male,43
886,2025-07-25,North,Office Supplies,10,488.9,0.05,4644.55,Male,39
887,2025-04-13,North,Furniture,10,422.79,0.15,3593.715,Female,64
888,2025-09-13,East,Clothing,5,383.58,,1917.8999999999999,Female,48
889,2025-12-08,East,Furniture,10,475.32,0.15,4040.22,Female,24
890,2025-03-04,South,Electronics,5,247.22,0.05,1174.2949999999998,Male,65
891,2025-01-28,South,Clothing,2,251.58,0.0,503.16,Female,27
892,2025-06-05,West,Clothing,10,313.5,0.0,3135.0,Male,36
893,2025-12-05,East,Electronics,8,247.67,0.1,1783.224,Male,45
894,2025-03-02,West,Clothing,7,227.81,0.15,1355.4695,Male,20
895,2025-04-01,South,Clothing,9,331.41,0.1,2684.4210000000003,Female,26
896,2025-06-09,West,Clothing,7,246.29,0.0,1724.03,Female,53
897,2025-03-22,West,Clothing,9,32.59,0.1,263.97900000000004,Female,67
898,2025-05-26,North,Furniture,6,35.4,,212.39999999999998,Female,40
899,2025-10-26,West,Electronics,1,383.77,0.1,345.393,Female,40
900,2025-07-02,South,Furniture,7,178.88,0.05,1189.552,Female,55
901,2025-02-13,East,Furniture,2,435.13,0.0,870.26,Male,52
902,2025-06-16,West,Office Supplies,1,233.15,0.15,198.1775,Male,62
903,2025-08-29,West,Clothing,10,16.01,0.1,144.09000000000003,Female,54
904,2025-02-20,East,Clothing,8,54.53,0.05,414.428,Female,28
905,2025-11-11,South,Clothing,5,184.85,0.15,785.6125,Male,52
906,2025-04-20,West,Furniture,5,136.25,0.1,613.125,Male,63
907,2025-10-24,North,Clothing,2,297.97,0.1,536.3460000000001,Female,31
908,2025-06-27,East,Clothing,2,327.51,0.1,589.518,Female,30
909,2025-08-01,West,Furniture,7,129.38,,905.66,Male,58
910,2025-12-27,West,Furniture,9,432.04,,3888.36,Female,35
911,2025-11-23,North,Furniture,9,405.42,0.15,3101.463,Female,47
912,2025-03-17,West,Clothing,4,79.48,0.1,286.12800000000004,Female,22
913,2025-11-21,East,Furniture,4,423.75,0.1,1525.5,Female,61
914,2025-11-04,South,Furniture,4,205.9,0.0,823.6,Male,33
915,2025-06-08,West,Electronics,8,245.26,0.15,1667.7679999999998,Male,28
916,2025-05-20,South,Electronics,3,19.43,0.1,52.461,Female,68
917,2025-01-11,East,Office Supplies,1,430.49,0.0,430.49,Male,44
918,2025-07-06,South,Electronics,2,201.46,0.05,382.774,Male,51
919,2025-12-07,East,Clothing,10,475.09,,4750.9,Male,33
920,2025-11-04,East,Clothing,2,387.73,0.1,697.9140000000001,Male,45
921,2025-04-22,East,Clothing,3,57.87,0.05,164.9295,Female,34
922,2025-10-29,North,Office Supplies,1,247.73,0.1,222.957,Female,48
923,2025-12-16,East,Clothing,4,481.84,0.05,1830.9919999999997,Female,70
924,2025-06-07,North,Electronics,1,324.47,,324.47,Male,34
925,2025-10-10,North,Furniture,7,158.09,0.1,995.9670000000001,Female,42
926,2025-01-05,East,Electronics,7,464.12,0.1,2923.956,Male,37
927,2025-04-18,West,Electronics,3,458.37,0.1,1237.5990000000002,Female,23
928,2025-09-09,West,Electronics,8,369.79,0.1,2662.4880000000003,Male,62
929,2025-05-14,East,Clothing,9,37.85,0.15,289.5525,Male,66
930,2025-01-27,North,Clothing,3,316.93,0.05,903.2504999999999,Male,58
931,2025-06-06,South,Furniture,6,290.03,0.0,1740.1799999999998,Male,56
932,2025-12-18,West,Clothing,7,397.36,0.1,2503.368,Male,34
933,2025-03-30,South,Electronics,10,414.25,0.1,3728.25,Female,41
934,2025-04-04,South,Electronics,7,438.81,,3071.67,Male,53
935,2025-11-28,West,Furniture,10,315.18,0.0,3151.8,Female,62
936,2025-03-28,East,Furniture,1,203.51,0.15,172.9835,Male,41
937,2025-03-29,West,Clothing,10,63.09,,630.9000000000001,Female,25
938,2025-04-25,East,Clothing,4,99.32,0.1,357.55199999999996,Female,26
939,2025-08-09,South,Clothing,4,302.04,0.1,1087.344,Male,44
940,2025-03-16,South,Clothing,1,148.65,0.1,133.785,Male,41
941,2025-10-26,South,Office Supplies,8,47.44,0.15,322.592,Female,61
942,2025-04-19,East,Electronics,7,355.68,,2489.76,Male,53
943,2025-01-31,West,Office Supplies,1,169.77,0.05,161.2815,Male,18
944,2025-05-10,West,Office Supplies,9,311.73,0.1,2525.0130000000004,Male,53
945,2025-01-22,West,Office Supplies,10,93.79,0.05,891.005,Female,26
946,2025-02-15,South,Office Supplies,6,356.58,0.15,1818.558,Male,38
947,2025-01-23,East,Clothing,3,252.11,0.1,680.697,Female,34
948,2025-11-10,South,Office Supplies,5,260.9,0.15,1108.825,Female,66
949,2025-03-19,North,Furniture,9,427.25,0.15,3268.4625,Male,21
950,2025-04-28,South,Clothing,3,22.75,0.1,61.425000000000004,Female,25
951,2025-09-11,West,electrnics,1,223.55,,223.55,Female,25
952,2025-03-17,East,Furniture,2,178.05,0.05,338.295,Male,65
953,2025-09-18,South,Electronics,5,283.81,,1419.05,Male,44
954,2025-02-09,East,Electronics,4,385.29,0.0,1541.16,Female,61
955,2025-12-15,North,Office Supplies,2,200.11,,400.22,Male,19
956,2025-02-11,West,Office Supplies,8,416.2,0.15,2830.16,Male,39
957,2025-01-23,South,Furniture,10,475.69,0.1,4281.21,Male,69
958,2025-11-26,North,Clothing,5,164.97,0.0,824.85,Male,43
959,2025-05-11,North,Electronics,3,123.84,0.15,315.792,Male,28
960,2025-07-18,North,Office Supplies,7,146.04,0.05,971.1659999999999,Female,69
961,2025-08-10,South,Office Supplies,5,452.35,,2261.75,Male,41
962,2025-09-20,West,Office Supplies,4,247.36,0.15,841.024,Female,23
963,2025-08-05,West,Electronics,6,308.86,0.15,1575.186,Male,50
964,2025-06-24,West,Electronics,8,339.84,0.05,2582.7839999999997,Female,47
965,2025-08-12,East,Furniture,2,454.07,0.15,771.919,Male,61
966,2025-06-03,North,Electronics,4,263.93,0.1,950.148,Male,50
967,2025-02-25,West,Office Supplies,9,215.33,0.0,1937.97,Female,34
968,2025-10-27,North,Clothing,2,385.48,0.0,770.96,Male,68
969,2025-04-04,East,Office Supplies,7,27.4,0.15,163.02999999999997,Female,66
970,2025-12-10,East,Furniture,8,313.79,0.1,2259.288,Male,29
971,2025-02-10,West,Electronics,10,133.36,0.0,1333.6000000000001,Male,43
972,2025-03-01,West,Clothing,1,90.01,0.15,76.5085,Female,37
973,2025-11-13,East,Electronics,10,183.56,0.15,1560.26,Male,26
974,2025-01-08,South,Electronics,4,60.4,0.0,241.6,Male,48
975,2025-11-29,South,Electronics,3,326.62,0.15,832.881,Female,67
976,2025-08-26,North,Furniture,3,239.62,0.0,718.86,Male,65
977,2025-12-26,North,Clothing,8,482.11,0.15,3278.348,Male,30
978,2025-05-31,North,Office Supplies,10,415.58,0.15,3532.43,Male,24
979,2025-11-19,East,Electronics,7,489.85,0.15,2914.6075,Female,43
980,2025-09-06,West,Furniture,9,297.56,,2678.04,Male,51
981,2025-01-10,North,Office Supplies,7,290.32,,2032.24,Female,48
982,2025-03-01,West,Clothing,8,313.23,0.1,2255.2560000000003,Male,28
983,2025-05-28,South,Furniture,4,237.27,0.15,806.718,Female,56
984,2025-12-03,West,Clothing,8,69.92,0.1,503.42400000000004,Female,68
985,2025-08-30,North,Clothing,3,312.81,0.1,844.5870000000001,Male,29
986,2025-04-13,West,Clothing,3,304.85,0.0,914.5500000000001,Female,33
987,2025-04-18,East,Office Supplies,9,28.29,0.0,254.60999999999999,Female,61
988,2025-03-23,North,Electronics,3,414.83,,1244.49,Female,45
989,2025-02-28,South,Clothing,10,117.21,,1172.1,Female,39
990,2025-07-01,East,Furniture,1,386.2,,386.2,Male,63
991,2025-01-26,North,Electronics,8,400.5,0.0,3204.0,Male,50
992,2025-02-23,East,Furniture,3,316.81,0.05,902.9085,Female,63
993,2025-08-15,South,Office Supplies,9,251.7,0.0,2265.2999999999997,Female,70
994,2025-03-12,West,Electronics,2,425.05,0.15,722.585,Male,69
995,2025-08-31,North,Office Supplies,6,146.95,0.05,837.6149999999999,Female,63
996,2025-08-01,South,Clothing,6,316.57,0.05,1804.449,Male,26
997,2025-08-08,East,Electronics,7,459.42,0.15,2733.549,Female,27
998,2025-01-06,East,Office Supplies,9,472.1,0.0,4248.900000000001,Female,67
999,2025-03-26,South,Electronics,7,35.43,0.0,248.01,Female,44
1000,2025-07-25,East,Electronics,9,437.41,0.1,3543.021,Female,51
1001,2025-11-09,South,Clothing,3,351.65,0.15,896.7074999999999,Female,69
1002,2025-11-29,North,Electronics,7,388.82,0.1,2449.566,Female,42
1003,2025-03-06,South,Electronics,9,496.0,0.1,4017.6,Female,51
1004,2025-06-24,East,Furniture,3,16.59,,49.769999999999996,Female,64
1005,2025-08-05,East,electrnics,9,59.67,0.0,537.03,Female,25
1006,2025-01-25,North,Clothing,2,227.12,,454.24,Female,33
1007,2025-10-25,South,Office Supplies,10,358.75,,3587.5,Female,36
1008,2025-12-08,South,Electronics,10,337.85,0.15,2871.725,Female,51
1009,2025-10-26,West,Electronics,4,412.31,0.1,1484.316,Male,63
1010,2025-08-06,West,Furniture,7,45.56,0.0,318.92,Female,31
1011,2025-08-17,West,Clothing,2,187.8,,375.6,Female,55
1012,2025-09-13,West,Furniture,7,498.27,0.15,2964.7065,Male,50
1013,2025-03-07,North,Furniture,8,357.02,0.05,2713.352,Female,48
1014,2025-01-17,North,Clothing,3,472.31,0.1,1275.237,Male,25
1015,2025-07-09,South,Electronics,10,148.35,,1483.5,Female,37
1016,2025-07-11,South,Furniture,5,150.52,0.0,752.6,Female,21
1017,2025-06-06,North,Electronics,5,111.71,0.15,474.7674999999999,Female,22
1018,2025-01-23,West,Office Supplies,7,243.18,0.1,1532.034,Female,48
1019,2025-11-07,West,Clothing,3,382.17,,1146.51,Female,27
1020,2025-06-16,West,Clothing,2,400.91,,801.82,Male,43
1021,2025-06-23,East,Electronics,9,27.68,0.15,211.752,Male,63
1022,2025-01-13,North,Electronics,10,316.9,0.1,2852.1,Male,57
1023,2025-10-05,South,Clothing,10,380.02,,3800.2,Male,25
1024,2025-12-04,East,Furniture,9,93.97,0.0,845.73,Male,63
1025,2025-10-24,East,Clothing,8,46.9,,375.2,Male,49
1026,2025-01-12,North,Office Supplies,6,221.32,0.15,1128.732,Female,34
1027,2025-02-16,South,Office Supplies,2,489.99,,979.98,Male,29
1028,2025-05-11,South,Electronics,2,81.34,0.15,138.278,Female,29
1029,2025-01-14,East,Furniture,1,152.52,0.0,152.52,Female,38
1030,2025-05-13,North,Furniture,7,471.08,0.0,3297.56,Male,66
1031,2025-11-02,West,Electronics,10,122.06,,1220.6,Female,21
1032,2025-06-12,West,Electronics,8,278.79,0.0,2230.32,Female,58
1033,2025-04-30,North,Furniture,1,138.23,,138.23,Male,37
1034,2025-10-18,South,Furniture,7,225.76,,1580.32,Female,52
1035,2025-03-28,West,Electronics,4,271.08,0.15,921.6719999999999,Male,70
1036,2025-08-26,North,Electronics,10,148.18,0.05,1407.71,Female,35
1037,2025-11-03,East,Furniture,5,420.55,0.15,1787.3374999999999,Female,20
1038,2025-03-24,North,Clothing,9,283.73,0.1,2298.213,Male,26
1039,2025-10-12,East,Office Supplies,5,439.75,0.05,2088.8125,Female,66
1040,2025-12-29,East,Furniture,8,140.14,0.1,1009.0079999999999,Female,56
1041,2025-06-18,North,Clothing,1,457.44,0.05,434.568,Male,18
1042,2025-12-11,West,Electronics,3,209.52,0.15,534.2760000000001,Male,52
1043,2025-01-16,West,Office Supplies,8,337.76,0.1,2431.872,Female,29
1044,2025-12-23,South,Clothing,1,66.76,0.1,60.084,Male,32
1045,2025-01-11,South,Electronics,5,341.87,0.1,1538.415,Female,69
1046,2025-04-24,North,Office Supplies,4,490.16,0.1,1764.576,Female,63
1047,2025-12-28,West,Electronics,10,108.5,0.05,1030.75,Female,54
1048,2025-09-14,South,Electronics,8,89.39,0.05,679.3639999999999,Male,65
1049,2025-02-03,South,Office Supplies,3,133.51,,400.53,Male,61
1050,2025-01-12,West,Electronics,9,309.16,,2782.44,Female,59
1051,2025-12-11,West,Clothing,1,427.66,0.1,384.894,Female,25
1052,2025-12-15,North,Furniture,9,235.96,0.1,1911.2759999999998,Male,35
1053,2025-08-04,West,Furniture,9,227.19,0.0,2044.71,Female,23
1054,2025-10-20,West,Electronics,1,495.18,0.05,470.421,Male,30
1055,2025-03-26,North,Clothing,6,158.85,0.0,953.0999999999999,Female,69
1056,2025-01-13,East,Furniture,10,399.62,0.1,3596.58,Male,48
1057,2025-05-03,South,Electronics,6,417.1,0.1,2252.3400000000006,Female,66
1058,2025-02-18,North,Electronics,8,291.57,0.0,2332.56,Female,38
1059,2025-12-22,,Electronics,2,392.41,0.0,784.82,Female,57
1060,2025-11-17,North,Office Supplies,7,37.57,0.0,262.99,Female,43
1061,2025-02-19,North,Clothing,10,377.22,0.05,3583.59,Female,47
1062,2025-08-08,North,Clothing,10,311.52,0.1,2803.68,Female,55
1063,2025-04-09,North,Furniture,2,55.83,,111.66,Male,58
1064,2025-09-18,West,Furniture,5,180.92,0.15,768.9099999999999,Male,26
1065,2025-01-23,West,Office Supplies,1,68.2,,68.2,Female,55
1066,2025-10-05,East,Office Supplies,3,77.97,0.1,210.519,Female,18
1067,2025-09-23,North,Furniture,10,330.55,0.05,3140.225,Male,45
1068,2025-06-26,North,Office Supplies,4,488.37,0.05,1855.806,Male,60
1069,2025-09-01,East,Office Supplies,8,301.88,0.1,2173.536,Female,39
1070,2025-03-25,West,Furniture,2,229.88,0.0,459.76,Male,58
1071,2025-04-25,South,Clothing,4,235.94,0.05,896.572,Female,69
1072,2025-07-12,East,Electronics,4,203.15,0.0,812.6,Male,40
1073,2025-01-16,West,Furniture,9,62.02,0.1,502.3620000000001,Female,20
1074,2025-01-16,South,Office Supplies,4,102.92,0.05,391.096,Male,39
1075,2025-10-11,South,Office Supplies,4,93.38,0.0,373.52,Male,19
1076,2025-12-13,East,Furniture,3,192.57,0.0,577.71,Female,47
1077,2025-05-03,West,Electronics,6,405.7,0.05,2312.49,Male,27
1078,2025-03-08,East,Office Supplies,4,99.88,0.15,339.592,Female,58
1079,2025-05-06,South,Office Supplies,1,382.73,,382.73,Male,38
1080,2025-05-07,South,Clothing,1,316.58,0.1,284.92199999999997,Male,64
1081,2025-02-11,North,Furniture,8,396.54,,3172.32,Female,66
1082,2025-11-27,West,Furniture,9,190.26,,1712.34,Female,63
1083,2025-07-11,West,Office Supplies,9,348.78,0.15,2668.1669999999995,Female,58
1084,2025-10-26,West,Furniture,1,107.56,0.05,102.182,Female,31
1085,2025-06-06,South,Office Supplies,7,444.91,,3114.3700000000003,Female,53
1086,2025-02-13,West,Office Supplies,3,377.05,0.1,1018.0350000000001,Male,55
1087,2025-01-22,West,Clothing,8,258.57,0.1,1861.704,Female,45
1088,2025-07-29,East,Clothing,6,403.23,0.1,2177.442,Male,29
1089,2025-08-15,East,Electronics,4,136.48,0.0,545.92,Female,50
1090,2025-09-20,South,Electronics,9,323.61,0.1,2621.2410000000004,Male,22
1091,2025-07-04,South,Office Supplies,1,275.28,0.1,247.75199999999998,Female,37
1092,2025-12-16,South,Office Supplies,5,99.37,,496.85,Male,67
1093,2025-06-03,West,Electronics,5,412.04,0.15,1751.17,Female,59
1094,2025-09-20,South,Furniture,3,433.41,0.05,1235.2185,Female,32
1095,2025-09-22,West,Office Supplies,10,394.06,0.15,3349.5099999999998,Male,38
1096,2025-04-07,South,Clothing,7,386.21,0.15,2297.9494999999997,Female,53
1097,2025-01-16,East,Electronics,6,73.78,0.05,420.546,Female,69
1098,2025-12-04,West,Clothing,6,173.21,0.15,883.371,Female,38
1099,2025-10-28,South,Furniture,1,285.95,0.0,285.95,Female,54
1100,2025-11-19,West,Clothing,10,457.31,,4573.1,Male,43
1101,2025-02-02,North,Office Supplies,9,196.28,0.15,1501.542,Female,58
1102,2025-06-05,South,Electronics,2,89.85,,179.7,Female,19
1103,2025-04-06,East,Furniture,4,39.4,0.15,133.95999999999998,Male,36
1104,2025-12-04,East,Electronics,9,39.64,0.0,356.76,Male,38
1105,2025-07-30,South,Clothing,7,82.73,0.0,579.11,Female,65
1106,2025-02-05,South,Furniture,7,477.77,0.05,3177.1704999999997,Female,45
1107,2025-12-30,East,Furniture,8,83.6,,668.8,Female,35
1108,2025-04-14,North,Clothing,1,495.59,0.15,421.25149999999996,Male,51
1109,2025-06-18,West,Electronics,10,440.22,0.15,3741.8700000000003,Male,36
1110,2025-11-27,West,Furniture,8,176.66,0.1,1271.952,Female,33
1111,2025-04-02,West,Furniture,10,367.96,0.15,3127.66,Male,43
1112,2025-12-24,East,Office Supplies,1,123.65,0.05,117.4675,Male,62
1113,2025-04-22,,Office Supplies,8,208.58,,1668.64,Male,66
1114,2025-02-23,West,Clothing,9,384.44,0.1,3113.964,Male,34
1115,2025-04-17,North,Clothing,9,27.09,0.0,243.81,Female,39
1116,2025-07-24,East,Electronics,4,201.35,0.0,805.4,Male,38
1117,2025-12-10,North,Furniture,8,244.96,0.0,1959.68,Female,26
1118,2025-08-30,North,Electronics,5,421.57,0.05,2002.4574999999998,Male,36
1119,2025-03-05,North,Electronics,9,372.02,0.05,3180.7709999999997,Female,27
1120,2025-08-14,South,Clothing,6,93.08,0.0,558.48,Male,58
1121,2025-09-25,West,Electronics,2,198.36,0.1,357.04800000000006,Male,21
1122,2025-07-13,South,Furniture,4,464.77,0.1,1673.172,Male,19
1123,2025-08-04,South,Electronics,1,494.7,0.1,445.23,Male,24
1124,2025-12-07,West,Electronics,3,363.39,0.0,1090.17,Female,38
1125,2025-10-15,West,Clothing,4,314.21,,1256.84,Male,32
1126,2025-04-20,North,Clothing,2,181.51,0.05,344.86899999999997,Female,18
1127,2025-07-19,East,Office Supplies,4,232.09,0.0,928.36,Male,22
1128,2025-04-22,West,Electronics,7,154.26,,1079.82,Male,34
1129,2025-02-18,South,Office Supplies,10,165.56,0.15,1407.26,Male,58
1130,2025-12-19,North,Office Supplies,6,489.12,0.15,2494.512,Male,56
1131,2025-10-27,North,Furniture,8,194.27,0.05,1476.452,Male,57
1132,2025-03-05,South,Electronics,5,122.02,0.15,518.585,Male,26
1133,2025-07-11,West,Furniture,8,151.82,0.05,1153.8319999999999,Male,33
1134,2025-11-03,South,Office Supplies,8,370.93,0.1,2670.696,Female,59
1135,2025-01-21,East,Electronics,9,396.93,0.15,3036.5144999999998,Male,64
1136,2025-06-19,North,Furniture,6,124.91,,749.46,Male,56
1137,2025-07-15,North,Electronics,9,164.21,0.15,1256.2065,Female,22
1138,2025-04-09,South,Furniture,1,319.01,0.05,303.05949999999996,Male,29
1139,2025-10-31,South,electrnics,9,416.45,0.05,3560.6474999999996,Female,64
1140,2025-08-28,South,Clothing,5,86.26,0.05,409.735,Male,56
1141,2025-05-08,South,Office Supplies,5,146.25,0.15,621.5625,Female,23
1142,2025-07-04,West,Clothing,7,191.97,0.15,1142.2214999999999,Female,66
1143,2025-03-21,West,Electronics,8,14.81,0.15,100.708,Female,56
1144,2025-10-03,East,Clothing,3,278.66,0.05,794.1809999999999,Female,37
1145,2025-08-21,West,Electronics,5,190.7,,953.5,Female,26
1146,2025-08-29,North,Electronics,4,81.59,0.05,310.042,Female,49
1147,2025-07-27,West,Clothing,7,470.44,0.1,2963.772,Female,59
1148,2025-10-29,North,Clothing,2,207.35,0.0,414.7,Male,30
1149,2025-08-12,West,Office Supplies,5,386.78,0.1,1740.51,Male,59
1150,2025-07-17,West,Electronics,7,369.15,0.05,2454.8474999999994,Female,58
1151,2025-12-28,East,Clothing,1,350.25,0.05,332.7375,Male,34
1152,2025-05-07,North,Electronics,10,291.28,0.05,2767.1599999999994,Male,59
1153,2025-12-31,North,Furniture,7,201.85,,1412.95,Female,28
1154,2025-08-07,West,Office Supplies,5,347.46,,1737.3,Female,66
1155,2025-02-15,South,Office Supplies,2,319.91,0.1,575.8380000000001,Male,65
1156,2025-07-23,West,Electronics,5,8.18,0.05,38.855,Male,22
1157,2025-12-23,,Furniture,7,264.86,0.1,1668.618,Male,41
1158,2025-04-06,North,Clothing,3,103.02,0.05,293.60699999999997,Male,29
1159,2025-04-13,East,Clothing,1,376.21,0.05,357.3995,Female,58
1160,2025-11-16,North,Office Supplies,2,434.84,0.05,826.1959999999999,Male,42
