FarmerID,FarmID,Region,County,Crop,Variety,FarmSize,SoilType,Rainfall,Temperature,FertilizerUsed,PesticideUsed,IrrigationMethod,LaborHours,PlantingDate,HarvestDate,Production,MarketPrice,Revenue,FarmerAge,FarmerGender,FarmingExperience,TrainingReceived,YieldCategory
2835,F3835,Coast,Nyeri,Wheat,Hybrid A,1.64,Loam,956.5,26.4,449.5,49.6,Flood,163.8,2024-07-07,2024-12-20,2074.5,63.56,131855.22,69,Female,27,Yes,Low
2836,F3836,Western,Meru,Wheat,Local,4.96,Sandy,488.3,25.1,347.2,41.9,Drip,170.8,2024-11-06,2025-04-07,4054.3,28.49,115507.01,47,Male,13,No,High
2837,F3837,Nyanza,Meru,Beans,Hybrid B,16.59,Clay,1672.7,27.9,708.1,45.4,Rain-fed,207.8,2024-05-13,2024-08-08,12598.7,28.22,355535.31,75,Male,3,No,High
2838,F3838,Coast,Kisumu,Beans,Hybrid B,14.82,Loam,227.3,30.2,373.5,17.0,Sprinkler,712.2,2024-07-23,2024-11-30,8056.3,74.45,599791.54,34,Female,27,Yes,High
2839,F3839,Eastern,Meru,Wheat,Local,7.12,Clay,1298.3,17.2,625.8,7.5,Flood,290.7,2024-10-11,2025-02-16,6316.5,45.86,289674.69,53,Female,5,No,Medium
2840,F3840,Nyanza,Kilifi,Potatoes,Hybrid A,12.42,Silt,1349.9,15.1,181.8,25.6,Rain-fed,840.2,2024-04-09,2024-09-09,3057.6,33.26,101695.78,72,Female,22,No,Medium
2841,F3841,Nyanza,Meru,Sorghum,Hybrid B,18.01,Sandy,1716.7,15.3,607.7,32.6,Flood,596.3,2024-12-10,2025-03-01,5002.1,30.04,150263.08,24,Female,18,No,High
2842,F3842,Rift Valley,Meru,Wheat,Improved,17.96,Loam,1379.0,17.0,743.8,6.1,Drip,91.0,2024-07-06,2024-11-13,7546.8,95.52,720870.34,39,Female,31,No,Low
2843,F3843,Eastern,Nakuru,Maize,Hybrid B,7.15,Clay,751.2,20.9,692.9,8.9,Drip,969.5,2024-11-19,2025-03-25,6069.9,81.87,496942.71,48,Male,26,No,Medium
2844,F3844,Central,Nyeri,Potatoes,Improved,13.41,Clay,508.2,33.4,643.6,3.3,Sprinkler,176.8,2024-04-26,2024-08-01,5246.2,115.61,606513.18,59,Male,29,Yes,High
2845,F3845,Central,Kilifi,Sorghum,Hybrid A,4.64,Loam,288.9,25.0,653.2,38.0,Drip,121.4,2024-12-14,2025-05-07,2528.0,62.9,159011.2,24,Male,40,Yes,Low
2846,F3846,Rift Valley,Nyeri,Rice,Improved,5.62,Silt,257.4,25.7,660.2,20.0,Sprinkler,134.5,2024-12-14,2025-05-31,4674.8,38.59,180400.53,32,Female,14,No,High
2847,F3847,Eastern,Kilifi,Potatoes,Hybrid A,3.14,Clay,1436.0,21.8,627.5,10.7,Sprinkler,304.5,2024-11-20,2025-02-21,3591.7,43.01,154479.02,54,Male,32,No,High
2848,F3848,Nyanza,Meru,Potatoes,Hybrid A,7.46,Sandy,957.0,23.5,331.1,38.1,Drip,879.9,2024-12-29,2025-05-03,4242.6,51.19,217178.69,69,Female,22,Yes,Medium
2849,F3849,Central,Kilifi,Potatoes,Local,11.85,Silt,1288.7,25.9,699.5,47.4,Drip,187.7,2024-08-20,2024-12-01,3847.6,26.58,102269.21,33,Female,18,No,Medium
2850,F3850,Western,Nyeri,Sorghum,Local,16.18,Sandy,1474.5,34.4,438.0,4.0,Sprinkler,218.3,2024-08-20,2025-02-06,9956.0,72.53,722108.68,60,Female,30,Yes,High
2851,F3851,Nyanza,Nakuru,Rice,Hybrid B,5.51,Clay,807.1,23.8,63.3,39.3,Flood,159.5,2024-10-27,2025-01-16,1794.7,26.42,47415.97,69,Male,14,No,Medium
2852,F3852,Central,Meru,Wheat,Hybrid B,14.93,Loam,1721.8,31.5,738.0,39.7,Flood,656.6,2024-05-15,2024-09-08,9671.7,109.63,1060308.47,62,Male,4,No,High
2853,F3853,Central,Kilifi,Wheat,Local,17.13,Clay,1179.0,26.3,186.8,40.8,Rain-fed,772.7,2024-01-14,2024-04-23,6206.9,60.03,372600.21,70,Male,36,Yes,High
2854,F3854,Central,Machakos,Beans,Local,16.55,Sandy,1016.1,21.8,582.6,18.2,Flood,534.0,2024-12-16,2025-05-07,9527.3,108.34,1032187.68,42,Male,6,No,Medium
2855,F3855,Western,Kilifi,Wheat,Hybrid B,19.4,Silt,733.9,32.5,620.3,8.9,Drip,827.1,2024-03-09,2024-07-15,5004.3,83.46,417658.88,73,Male,20,No,Medium
2856,F3856,Rift Valley,Meru,Sorghum,Hybrid A,19.73,Loam,333.3,20.9,679.8,19.2,Drip,281.9,2024-07-28,2025-01-19,9386.4,46.85,439752.84,36,Female,21,No,Medium
2857,F3857,Nyanza,Kilifi,Potatoes,Local,2.94,Loam,427.6,19.1,77.2,6.4,Rain-fed,961.7,2024-01-02,2024-03-23,1781.6,81.71,145574.54,58,Male,4,Yes,Low
2858,F3858,Rift Valley,Nakuru,Wheat,Improved,3.46,Silt,1675.8,33.3,138.2,29.6,Rain-fed,829.1,2024-10-16,2025-03-24,3184.7,23.96,76305.41,72,Female,34,Yes,High
2859,F3859,Central,Kilifi,Maize,Improved,11.28,Silt,805.0,19.4,338.8,34.5,Sprinkler,601.3,2024-10-07,2025-01-05,6234.2,48.95,305164.09,46,Male,24,No,High
2860,F3860,Eastern,Kisumu,Beans,Local,2.75,Clay,345.2,23.6,304.1,12.9,Flood,602.4,2024-01-10,2024-06-21,1178.4,111.66,131580.14,49,Male,28,No,High
2861,F3861,Central,Nakuru,Potatoes,Local,6.32,Sandy,236.6,34.0,511.3,37.7,Flood,221.5,2024-06-17,2024-10-20,2294.2,46.79,107345.62,75,Female,24,No,Low
2862,F3862,Nyanza,Kisumu,Rice,Local,8.23,Loam,1750.6,18.1,594.1,41.2,Sprinkler,808.5,2024-03-24,2024-06-14,6579.9,84.88,558501.91,20,Female,34,Yes,High
2863,F3863,Eastern,Nyeri,Beans,Improved,9.52,Silt,438.1,25.1,457.2,26.4,Rain-fed,79.6,2024-07-19,2024-10-03,4888.9,48.19,235596.09,60,Female,12,No,Medium
2864,F3864,Rift Valley,Nakuru,Wheat,Hybrid B,4.32,Silt,702.4,15.4,535.0,31.9,Flood,916.6,2024-06-08,2024-11-18,2932.8,94.68,277677.5,65,Male,2,Yes,High
2865,F3865,Western,Nyeri,Potatoes,Hybrid B,7.32,Silt,493.1,24.5,504.0,28.0,Rain-fed,94.8,2024-11-22,2025-05-20,2005.8,100.39,201362.26,36,Female,38,Yes,Medium
2866,F3866,Western,Nyeri,Rice,Hybrid A,14.95,Sandy,1582.8,17.1,153.1,15.4,Rain-fed,297.3,2024-11-01,2025-01-13,7091.8,102.42,726342.16,63,Female,32,No,Low
2867,F3867,Coast,Meru,Wheat,Hybrid A,18.85,Loam,1175.8,23.0,667.5,26.2,Rain-fed,342.7,2024-06-14,2024-11-20,4907.3,33.38,163805.67,50,Female,16,Yes,Low
2868,F3868,Central,Kisumu,Sorghum,Hybrid B,19.57,Sandy,1130.9,17.8,387.3,44.0,Flood,515.8,2024-11-15,2025-04-22,4263.2,84.11,358577.75,73,Female,18,Yes,Medium
2869,F3869,Nyanza,Kisumu,Wheat,Hybrid B,15.68,Silt,647.9,17.0,338.3,14.8,Flood,114.7,2024-06-21,2024-09-29,10299.6,57.51,592330.0,65,Male,7,No,High
2870,F3870,Western,Nyeri,Wheat,Local,16.31,Silt,1784.9,26.0,127.8,15.7,Drip,309.2,2024-07-07,2024-11-29,7179.9,27.09,194503.49,67,Male,12,No,Low
2871,F3871,Eastern,Kilifi,Maize,Local,17.11,Loam,243.3,20.4,533.3,2.7,Rain-fed,754.5,2024-01-06,2024-03-31,7582.9,100.39,761247.33,22,Male,30,No,Medium
2872,F3872,Nyanza,Kisumu,Beans,Hybrid B,11.42,Loam,1792.4,18.7,555.5,3.4,Sprinkler,356.0,2024-05-12,2024-10-18,4031.4,76.87,309893.72,64,Male,17,No,High
2873,F3873,Rift Valley,Machakos,Rice,Hybrid B,19.39,Silt,1399.1,28.9,53.7,8.2,Sprinkler,219.5,2024-01-05,2024-05-19,7994.7,38.04,304118.39,39,Female,4,Yes,Medium
2874,F3874,Coast,Meru,Maize,Improved,12.77,Clay,1518.2,26.4,536.1,7.5,Drip,715.8,2024-11-15,2025-02-06,6206.1,59.85,371435.09,66,Female,2,No,High
2875,F3875,Rift Valley,Nakuru,Potatoes,Hybrid B,16.64,Loam,684.1,28.8,591.7,47.7,Sprinkler,419.9,2024-05-03,2024-08-07,8099.3,55.04,445785.47,74,Male,9,No,Medium
2876,F3876,Coast,Kisumu,Potatoes,Local,9.29,Loam,520.3,28.7,559.9,33.9,Sprinkler,817.2,2024-01-01,2024-03-30,4946.7,85.9,424921.53,49,Male,17,No,Medium
2877,F3877,Central,Machakos,Maize,Hybrid B,7.25,Clay,1633.1,28.7,513.7,7.3,Rain-fed,63.1,2024-06-16,2024-09-04,6284.1,36.67,230437.95,60,Male,39,No,High
2878,F3878,Coast,Kisumu,Beans,Hybrid A,12.94,Clay,1369.2,18.0,450.8,47.6,Rain-fed,171.4,2024-01-05,2024-05-07,5871.3,82.59,484910.67,55,Male,26,Yes,Low
2879,F3879,Eastern,Meru,Wheat,Hybrid B,10.96,Clay,547.3,21.1,777.4,6.9,Rain-fed,903.7,2024-06-12,2024-12-03,7977.2,37.45,298746.14,45,Male,34,Yes,High
2880,F3880,Coast,Meru,Sorghum,Hybrid B,13.52,Clay,606.9,28.7,443.8,9.6,Drip,527.0,2024-09-25,2025-02-24,4360.1,84.82,369823.68,66,Female,28,No,Low
2881,F3881,Eastern,Meru,Maize,Hybrid B,11.56,Clay,329.7,23.9,416.5,37.6,Sprinkler,729.9,2024-11-04,2025-03-28,5081.4,29.38,149291.53,63,Male,6,No,Medium
2882,F3882,Rift Valley,Nyeri,Potatoes,Improved,16.6,Sandy,611.8,30.4,122.4,8.3,Drip,674.7,2024-12-04,2025-03-29,8229.1,67.81,558015.27,59,Female,13,Yes,Low
2883,F3883,Western,Kisumu,Beans,Hybrid B,10.54,Loam,1489.3,30.0,525.2,44.4,Rain-fed,430.1,2024-09-08,2024-12-19,7378.1,72.47,534690.91,20,Male,1,No,Medium
2884,F3884,Nyanza,Machakos,Wheat,Hybrid A,15.06,Sandy,810.9,24.4,613.2,11.7,Drip,365.8,2024-05-04,2024-09-06,5865.7,115.43,677077.75,34,Male,32,Yes,Low
2885,F3885,Central,Kisumu,Wheat,Local,14.61,Silt,1787.3,22.6,481.9,5.2,Drip,490.2,2024-05-06,2024-09-21,9498.3,116.08,1102562.66,67,Male,10,Yes,Medium
2886,F3886,Eastern,Meru,Rice,Hybrid B,8.32,Silt,647.8,21.6,48.1,5.8,Flood,730.8,2024-11-06,2025-04-05,3935.2,77.44,304741.89,48,Male,4,Yes,Medium
2887,F3887,Western,Machakos,Wheat,Local,18.88,Silt,301.8,20.0,368.0,5.6,Flood,480.6,2024-12-20,2025-06-14,5756.5,83.81,482452.27,39,Female,17,Yes,High
2888,F3888,Nyanza,Nakuru,Beans,Hybrid A,14.17,Clay,981.1,34.5,403.5,49.2,Drip,258.2,2024-09-08,2024-12-02,8167.4,109.62,895310.39,63,Male,1,Yes,Low
2889,F3889,Coast,Nakuru,Beans,Hybrid B,18.02,Loam,967.7,30.5,779.4,11.5,Rain-fed,230.9,2024-06-03,2024-08-27,10398.1,97.94,1018389.91,43,Female,14,Yes,Low
2890,F3890,Rift Valley,Nyeri,Potatoes,Hybrid A,4.79,Silt,441.6,29.0,574.7,28.3,Flood,266.9,2024-08-13,2025-01-24,3615.4,56.91,205752.41,64,Male,38,Yes,Medium
2891,F3891,Nyanza,Nyeri,Wheat,Hybrid B,12.63,Loam,429.2,27.6,427.1,21.0,Rain-fed,312.6,2024-09-25,2024-12-08,6808.9,108.25,737063.42,47,Female,36,No,Low
2892,F3892,Rift Valley,Nyeri,Wheat,Improved,4.84,Loam,301.7,24.4,322.3,19.0,Flood,854.4,2024-01-21,2024-07-07,2711.3,26.74,72500.16,72,Female,18,No,High
2893,F3893,Eastern,Kisumu,Rice,Improved,11.14,Clay,331.0,15.3,102.5,5.1,Rain-fed,549.2,2024-02-02,2024-04-27,2325.4,46.27,107596.26,28,Female,33,No,Low
2894,F3894,Western,Kilifi,Rice,Hybrid B,3.06,Loam,1225.0,28.7,390.8,42.1,Drip,512.8,2024-04-24,2024-07-05,3283.3,117.61,386148.91,66,Male,16,Yes,Low
2895,F3895,Eastern,Machakos,Wheat,Improved,4.82,Sandy,308.5,30.9,321.2,22.0,Flood,468.7,2024-12-24,2025-04-07,1860.9,115.82,215529.44,27,Female,27,Yes,Medium
2896,F3896,Rift Valley,Nakuru,Potatoes,Improved,18.53,Clay,1724.2,20.2,736.5,32.3,Flood,792.2,2024-04-06,2024-09-12,13068.5,53.14,694460.09,58,Female,7,No,High
2897,F3897,Western,Meru,Wheat,Hybrid A,19.55,Sandy,1461.8,19.8,499.1,41.3,Rain-fed,918.4,2024-05-28,2024-11-10,11491.2,76.49,878961.89,54,Male,6,Yes,Low
2898,F3898,Nyanza,Meru,Sorghum,Improved,17.07,Clay,953.4,24.5,204.4,12.5,Flood,694.9,2024-01-17,2024-05-27,11342.5,107.73,1221927.53,23,Male,12,Yes,Medium
2899,F3899,Rift Valley,Kilifi,Rice,Local,10.55,Sandy,1199.2,28.2,200.1,17.5,Sprinkler,780.3,2024-01-29,2024-07-10,3086.2,87.41,269764.74,50,Male,29,No,High
2900,F3900,Central,Machakos,Rice,Hybrid A,3.91,Silt,652.3,33.5,361.6,27.9,Flood,590.0,2024-11-03,2025-04-29,2952.7,87.68,258892.74,56,Female,9,Yes,High
2901,F3901,Western,Nakuru,Potatoes,Hybrid B,4.76,Sandy,886.5,34.5,779.5,30.3,Drip,916.4,2024-07-11,2024-10-04,3121.9,106.86,333606.23,54,Female,34,No,High
2902,F3902,Western,Meru,Rice,Hybrid A,1.86,Sandy,1000.5,23.7,79.8,3.7,Drip,962.1,2024-01-15,2024-06-09,2020.5,114.65,231650.33,44,Male,11,No,High
2903,F3903,Rift Valley,Kisumu,Beans,Improved,4.4,Clay,707.1,31.0,121.8,9.2,Sprinkler,76.7,2024-02-22,2024-07-18,2322.4,116.76,271163.42,26,Male,23,Yes,Low
2904,F3904,Coast,Nakuru,Beans,Local,5.29,Silt,274.5,33.3,784.6,19.9,Flood,459.5,2024-01-23,2024-05-05,3588.3,74.09,265857.15,71,Female,33,Yes,Low
2905,F3905,Western,Kisumu,Maize,Hybrid B,10.06,Silt,1154.8,23.3,227.9,44.5,Sprinkler,553.9,2024-04-08,2024-06-29,3314.6,81.5,270139.9,39,Male,39,No,Medium
2906,F3906,Eastern,Nakuru,Potatoes,Local,17.23,Silt,1752.9,22.0,454.2,39.5,Sprinkler,136.6,2024-10-15,2025-03-12,4300.9,101.32,435767.19,56,Female,3,No,Medium
2907,F3907,Rift Valley,Nakuru,Maize,Hybrid A,15.2,Silt,755.2,22.3,649.1,8.7,Flood,722.4,2024-10-03,2025-01-18,4810.6,78.2,376188.92,58,Female,11,Yes,Medium
2908,F3908,Eastern,Kilifi,Maize,Hybrid B,14.71,Clay,1330.9,34.2,56.9,8.4,Sprinkler,886.2,2024-08-29,2025-02-15,4927.9,110.92,546602.67,63,Female,21,Yes,Low
2909,F3909,Western,Meru,Beans,Improved,9.33,Silt,707.5,28.3,123.4,26.0,Rain-fed,961.8,2024-12-14,2025-02-23,3635.4,45.14,164101.96,40,Male,27,Yes,High
2910,F3910,Coast,Nyeri,Maize,Improved,8.81,Clay,846.9,24.3,396.6,6.8,Rain-fed,524.6,2024-01-03,2024-05-03,2235.2,112.21,250811.79,37,Male,14,No,Low
2911,F3911,Central,Nyeri,Rice,Improved,13.52,Sandy,769.3,15.4,215.7,41.4,Sprinkler,582.4,2024-05-26,2024-10-24,3410.1,87.88,299679.59,24,Female,37,Yes,Low
2912,F3912,Eastern,Kisumu,Maize,Hybrid A,16.82,Silt,1341.0,30.5,46.5,43.9,Flood,229.9,2024-10-02,2025-01-08,9835.7,33.38,328315.67,59,Male,35,Yes,Medium
2913,F3913,Eastern,Kisumu,Sorghum,Hybrid A,8.14,Silt,253.2,22.5,24.7,9.6,Flood,202.5,2024-10-02,2025-01-12,4486.6,114.56,513984.9,75,Male,3,No,Medium
2914,F3914,Western,Nakuru,Beans,Improved,18.52,Sandy,322.2,16.0,709.9,26.8,Flood,392.2,2024-07-22,2024-10-25,8857.1,64.69,572965.8,41,Female,13,No,High
2915,F3915,Nyanza,Kilifi,Maize,Improved,9.8,Sandy,1062.2,16.6,419.0,28.7,Flood,321.5,2024-11-03,2025-04-07,6096.7,28.13,171500.17,39,Female,13,Yes,Low
2916,F3916,Western,Kilifi,Wheat,Hybrid A,9.33,Silt,1014.2,15.8,271.9,38.5,Sprinkler,750.7,2024-08-31,2025-01-29,3485.1,51.8,180528.18,55,Male,20,No,Medium
2917,F3917,Central,Nakuru,Sorghum,Local,18.91,Silt,570.6,22.3,150.0,23.6,Rain-fed,917.9,2024-05-25,2024-11-07,5860.1,66.64,390517.06,61,Female,25,Yes,Medium
2918,F3918,Nyanza,Meru,Maize,Hybrid A,12.67,Sandy,1060.4,20.1,441.1,11.9,Rain-fed,451.2,2024-07-24,2025-01-06,3572.8,102.22,365211.62,68,Female,27,Yes,Medium
2919,F3919,Rift Valley,Kilifi,Potatoes,Hybrid B,12.87,Clay,1102.6,29.5,176.8,11.2,Rain-fed,300.2,2024-12-17,2025-04-17,5510.1,36.07,198749.31,35,Male,23,No,High
2920,F3920,Western,Machakos,Wheat,Local,13.87,Clay,1002.7,20.2,750.0,30.5,Rain-fed,83.2,2024-06-15,2024-11-05,8787.5,83.02,729538.25,21,Male,10,Yes,Low
2921,F3921,Nyanza,Nakuru,Potatoes,Improved,4.5,Sandy,468.5,21.2,346.1,31.2,Rain-fed,421.9,2024-01-21,2024-04-02,1637.7,60.93,99785.06,29,Female,32,No,Medium
2922,F3922,Central,Meru,Beans,Hybrid A,17.34,Sandy,1174.3,34.1,250.1,18.4,Flood,361.3,2024-01-02,2024-03-30,6023.0,96.45,580918.35,57,Male,31,Yes,High
2923,F3923,Eastern,Meru,Potatoes,Hybrid A,8.21,Loam,831.0,31.4,110.7,2.4,Flood,888.6,2024-08-25,2025-02-21,2124.9,36.72,78026.33,22,Male,29,No,Medium
2924,F3924,Central,Machakos,Sorghum,Local,0.88,Loam,553.7,24.1,792.7,38.0,Drip,140.4,2024-06-06,2024-10-04,2220.2,111.02,246486.6,28,Male,15,Yes,Medium
2925,F3925,Coast,Nakuru,Sorghum,Hybrid B,5.82,Silt,997.9,22.0,155.0,14.9,Flood,316.2,2024-12-15,2025-03-23,2441.6,103.7,253193.92,66,Female,25,Yes,Low
2926,F3926,Western,Nakuru,Beans,Local,9.35,Silt,1595.8,19.3,170.3,18.0,Sprinkler,672.7,2024-11-08,2025-04-18,4530.1,84.78,384061.88,21,Male,10,Yes,High
2927,F3927,Rift Valley,Meru,Rice,Hybrid B,16.15,Sandy,1494.4,26.5,224.8,11.8,Rain-fed,129.8,2024-11-03,2025-04-07,8940.8,87.67,783839.94,56,Female,24,No,High
2928,F3928,Coast,Nyeri,Potatoes,Hybrid A,7.07,Sandy,1741.0,21.3,690.7,38.5,Rain-fed,54.3,2024-09-06,2024-11-22,4666.3,117.07,546283.74,22,Male,33,No,Low
2929,F3929,Eastern,Nakuru,Beans,Hybrid A,1.92,Loam,1539.7,15.7,515.4,20.4,Flood,628.3,2024-11-19,2025-03-26,2703.7,22.22,60076.21,42,Male,6,Yes,Low
2930,F3930,Western,Kilifi,Potatoes,Improved,11.25,Clay,701.9,18.7,156.7,30.9,Sprinkler,816.5,2024-09-26,2025-01-10,3712.1,87.77,325811.02,38,Male,30,Yes,Low
2931,F3931,Coast,Machakos,Potatoes,Hybrid A,7.96,Silt,543.7,34.8,591.1,41.7,Sprinkler,695.6,2024-06-26,2024-12-23,5143.1,82.01,421785.63,61,Female,10,Yes,Medium
2932,F3932,Coast,Kilifi,Rice,Hybrid A,19.83,Silt,1413.2,32.5,166.6,31.8,Rain-fed,339.0,2024-09-25,2025-03-13,12386.1,76.15,943201.52,50,Male,3,No,High
2933,F3933,Eastern,Kisumu,Rice,Hybrid B,0.64,Clay,1718.7,24.2,324.8,36.5,Drip,580.6,2024-04-10,2024-09-16,2158.5,66.21,142914.28,29,Female,11,Yes,Medium
2934,F3934,Coast,Kilifi,Beans,Hybrid B,17.5,Loam,533.2,16.4,433.0,44.8,Flood,293.8,2024-01-30,2024-06-02,10895.4,65.55,714193.47,50,Female,2,Yes,High
2935,F3935,Coast,Meru,Maize,Hybrid B,12.24,Silt,722.8,17.1,250.2,2.2,Rain-fed,707.5,2024-01-29,2024-07-18,5504.0,109.57,603073.28,21,Female,18,Yes,Low
2936,F3936,Eastern,Kisumu,Maize,Improved,15.39,Loam,1134.3,16.1,61.7,26.5,Flood,883.3,2024-01-19,2024-05-14,9424.4,78.09,735951.4,45,Female,34,No,Medium
2937,F3937,Nyanza,Kisumu,Wheat,Local,13.58,Sandy,448.8,28.9,294.2,42.1,Sprinkler,346.1,2024-06-16,2024-10-30,5139.8,104.95,539422.01,29,Male,32,No,Medium
2938,F3938,Rift Valley,Nyeri,Rice,Hybrid B,12.26,Clay,434.3,30.3,300.5,8.7,Flood,416.1,2024-01-12,2024-04-02,7187.0,90.8,652579.6,59,Female,12,Yes,High
2939,F3939,Coast,Meru,Sorghum,Local,12.38,Silt,920.1,32.6,557.5,22.5,Drip,164.2,2024-02-22,2024-06-06,2981.5,38.16,113774.04,36,Male,19,Yes,High
2940,F3940,Rift Valley,Kilifi,Rice,Hybrid B,19.32,Clay,800.0,29.6,608.4,10.0,Sprinkler,917.2,2024-07-15,2024-12-23,12643.8,119.47,1510554.79,49,Female,14,Yes,High
2941,F3941,Rift Valley,Kisumu,Sorghum,Improved,19.54,Loam,769.7,21.9,131.4,31.8,Flood,258.1,2024-08-10,2024-11-28,6822.1,108.25,738492.33,21,Male,32,No,High
2942,F3942,Nyanza,Nyeri,Sorghum,Hybrid B,13.55,Silt,1282.2,25.6,703.5,20.5,Rain-fed,487.0,2024-02-22,2024-06-05,9605.6,51.2,491806.72,21,Female,26,Yes,Low
2943,F3943,Coast,Nyeri,Maize,Improved,7.38,Silt,1485.2,32.7,53.8,4.3,Rain-fed,110.9,2024-06-26,2024-12-11,4981.6,113.08,563319.33,24,Female,9,No,Low
2944,F3944,Eastern,Kilifi,Rice,Hybrid B,4.13,Loam,863.4,22.8,186.8,18.7,Rain-fed,789.1,2024-02-10,2024-07-22,3023.3,31.69,95808.38,45,Female,27,Yes,Medium
2945,F3945,Central,Nyeri,Rice,Improved,7.01,Loam,443.5,26.6,336.3,0.1,Drip,682.8,2024-05-16,2024-08-25,2045.2,75.17,153737.68,31,Female,7,Yes,High
2946,F3946,Eastern,Meru,Maize,Hybrid B,5.31,Sandy,744.1,25.2,372.3,28.2,Rain-fed,358.4,2024-08-30,2025-02-16,2151.5,82.35,177176.02,65,Female,14,Yes,Medium
2947,F3947,Eastern,Nakuru,Maize,Improved,18.93,Silt,1379.4,32.4,523.9,32.6,Flood,557.8,2024-03-11,2024-08-27,13368.6,47.98,641425.43,74,Male,23,Yes,High
2948,F3948,Central,Meru,Rice,Local,18.48,Silt,778.6,15.1,167.9,46.5,Flood,233.4,2024-06-12,2024-09-28,4573.7,74.72,341746.86,72,Male,16,No,High
2949,F3949,Western,Nakuru,Sorghum,Improved,5.93,Clay,210.1,27.6,720.8,13.5,Flood,570.9,2024-01-11,2024-05-03,4400.5,61.18,269222.59,27,Male,6,No,Medium
2950,F3950,Central,Machakos,Potatoes,Local,12.51,Sandy,1084.5,28.3,26.5,25.9,Sprinkler,558.9,2024-04-29,2024-10-12,2791.5,66.85,186611.77,23,Male,9,Yes,Medium
2951,F3951,Western,Meru,Rice,Hybrid B,13.88,Silt,407.4,26.8,452.1,37.6,Sprinkler,291.7,2024-09-04,2024-12-31,7808.2,25.44,198640.61,37,Female,8,Yes,Medium
2952,F3952,Nyanza,Meru,Maize,Improved,6.29,Clay,430.0,29.5,591.4,14.8,Flood,147.7,2024-08-13,2024-12-23,4509.9,20.78,93715.72,63,Female,11,No,Medium
2953,F3953,Nyanza,Machakos,Beans,Local,4.11,Silt,566.5,25.4,787.1,48.3,Drip,207.6,2024-06-26,2024-10-08,3827.3,53.76,205755.65,41,Male,22,Yes,Low
2954,F3954,Nyanza,Kisumu,Wheat,Hybrid A,18.72,Clay,618.5,33.6,328.5,44.3,Sprinkler,551.5,2024-04-03,2024-08-08,4522.9,77.91,352379.14,51,Female,22,Yes,Low
2955,F3955,Central,Nakuru,Sorghum,Local,2.11,Loam,1292.5,27.7,508.7,10.7,Sprinkler,176.2,2024-04-03,2024-09-20,3014.2,36.02,108571.48,23,Male,15,No,High
2956,F3956,Central,Meru,Maize,Local,6.38,Silt,1670.9,19.8,677.9,9.9,Flood,444.7,2024-04-17,2024-09-04,3312.0,55.89,185107.68,37,Male,27,No,High
2957,F3957,Rift Valley,Kilifi,Maize,Hybrid B,12.64,Sandy,686.7,20.9,75.3,15.8,Sprinkler,285.2,2024-07-11,2024-12-21,5273.7,77.7,409766.49,30,Female,32,No,Low
2958,F3958,Coast,Nyeri,Potatoes,Improved,6.65,Loam,698.6,23.0,712.8,20.9,Drip,281.7,2024-09-08,2025-03-06,2823.3,74.16,209375.93,39,Male,33,Yes,High
2959,F3959,Western,Machakos,Maize,Local,7.11,Sandy,1370.6,28.3,315.7,5.7,Sprinkler,889.7,2024-02-11,2024-05-03,4535.7,37.22,168818.75,75,Female,24,No,Medium
2960,F3960,Coast,Kilifi,Rice,Hybrid A,2.36,Silt,490.4,22.1,797.8,11.3,Rain-fed,240.3,2024-07-22,2024-11-14,2962.8,68.25,202211.1,35,Female,24,No,Low
2961,F3961,Coast,Nyeri,Beans,Hybrid B,4.81,Clay,1266.7,31.9,273.7,29.7,Sprinkler,512.6,2024-10-16,2025-01-21,2217.2,104.58,231874.78,22,Female,37,No,Medium
2962,F3962,Nyanza,Kilifi,Beans,Hybrid B,16.47,Sandy,1272.0,20.2,357.5,15.6,Flood,808.9,2024-07-28,2025-01-08,7885.3,36.78,290021.33,73,Female,38,Yes,High
2963,F3963,Eastern,Machakos,Beans,Local,7.75,Clay,464.0,27.3,499.8,26.0,Drip,129.8,2024-10-27,2025-01-24,4580.5,100.74,461439.57,66,Male,26,No,Medium
2964,F3964,Nyanza,Machakos,Beans,Hybrid B,17.77,Loam,621.8,24.2,659.4,26.6,Rain-fed,433.7,2024-12-19,2025-04-01,7274.3,72.42,526804.81,36,Female,8,Yes,Medium
2965,F3965,Coast,Nakuru,Rice,Hybrid B,18.87,Silt,1270.8,20.4,413.4,40.9,Sprinkler,764.0,2024-11-04,2025-03-17,10089.5,96.26,971215.27,24,Male,38,No,High
2966,F3966,Rift Valley,Meru,Wheat,Hybrid A,10.92,Sandy,709.4,17.6,635.0,44.7,Sprinkler,77.0,2024-12-23,2025-05-19,7907.6,104.65,827530.34,42,Male,11,Yes,High
2967,F3967,Coast,Machakos,Maize,Hybrid A,17.12,Loam,1554.6,29.9,411.1,17.3,Sprinkler,262.6,2024-12-14,2025-04-05,11527.6,84.35,972353.06,25,Male,3,Yes,Medium
2968,F3968,Eastern,Nyeri,Sorghum,Local,18.61,Sandy,608.3,28.4,48.5,28.5,Flood,906.0,2024-11-26,2025-04-19,10675.0,95.78,1022451.5,45,Male,7,No,Low
2969,F3969,Eastern,Kilifi,Potatoes,Local,0.65,Silt,895.7,27.0,365.0,48.6,Sprinkler,314.8,2024-09-19,2024-12-07,1812.4,25.28,45817.47,22,Female,18,Yes,High
