TransactionID,Date,Branch,CustomerID,Age,Gender,AccountType,TransactionType,Channel,Amount,Balance,Region
579,2025-12-03,Eldoret,30487,51,Male,Current,Withdrawal,Branch,194119.48,209617.01,Coast
580,2025-12-01,Mombasa,56306,54,Male,Current,Transfer,Internet,127158.47,482399.41,Rift Valley
581,2025-10-31,Nakuru,38540,38,Female,Savings,Transfer,Internet,158645.09,137842.95,Coast
582,2025-12-25,Mombasa,48280,61,Male,Current,Bill Payment,Branch,166903.5,713430.6,Rift Valley
583,2025-04-07,Nairobi,30464,44,Male,Savings,Transfer,Mobile,128913.83,434006.35,Western
584,2025-03-18,Nairobi,33980,64,Male,Savings,Bill Payment,Mobile,87990.26,503705.33,Central
585,2025-01-09,Mombasa,68236,20,Male,Current,Withdrawal,Internet,126120.98,594491.27,Coast
586,2025-11-28,Kisumu,58712,24,Female,Savings,Withdrawal,Internet,30761.99,550683.3,Central
587,2025-01-31,Nakuru,16617,30,Male,Savings,Deposit,Internet,50610.21,86290.29,Rift Valley
588,2025-04-04,Kisumu,10023,37,Female,Savings,Transfer,Mobile,157719.04,722717.35,Central
589,2025-04-25,Nairobi,25000,39,Male,Current,Bill Payment,ATM,199160.03,209012.68,Central
590,2025-06-10,Eldoret,63968,59,Female,Savings,Transfer,Branch,14630.06,947897.32,Rift Valley
591,2025-12-13,Eldoret,86660,67,Female,Current,Withdrawal,Branch,181142.86,820844.62,Coast
592,2025-12-05,Nairobi,83362,31,Female,Savings,Loan Repayment,ATM,16062.42,368944.26,Rift Valley
593,2025-01-05,Nairobi,43931,58,Female,Savings,Withdrawal,Branch,163586.56,874745.01,Rift Valley
594,2025-12-31,Mombasa,28706,59,Female,Savings,Transfer,ATM,76450.54,720171.25,Coast
595,2025-06-22,Nairobi,26799,21,Male,Current,Deposit,Internet,61212.95,545842.08,Coast
596,2025-03-01,Nairobi,94199,22,Female,Savings,Transfer,Mobile,123272.16,636683.13,Rift Valley
597,2025-03-04,Nairobi,78521,47,Female,Current,Bill Payment,Branch,21433.28,925549.9,Rift Valley
598,2025-04-13,Kisumu,72944,59,Female,Current,Loan Repayment,Internet,166833.68,586292.45,Rift Valley
599,2025-05-15,Mombasa,30109,46,Female,Current,Transfer,Mobile,120698.43,171305.58,Coast
600,2025-05-20,Mombasa,26095,53,Male,Current,Deposit,ATM,122816.73,663463.17,Western
601,2025-10-28,Eldoret,18266,24,Male,Current,Transfer,ATM,162141.32,364100.49,Rift Valley
602,2025-02-15,Nairobi,13551,27,Male,Savings,Deposit,Mobile,120913.36,70478.54,Western
603,2025-08-02,Eldoret,43014,55,Male,Current,Deposit,ATM,108672.48,656335.34,Western
604,2025-11-02,Nairobi,24662,24,Female,Savings,Loan Repayment,Mobile,117562.76,721017.32,Western
605,2025-12-13,Eldoret,47932,29,Female,Savings,Transfer,Branch,117177.07,299072.84,Western
606,2025-11-23,Nakuru,21213,24,Female,Current,Withdrawal,Internet,23075.52,508781.36,Western
607,2025-06-07,Kisumu,42431,44,Female,Savings,Bill Payment,Branch,51511.5,814330.98,Coast
608,2025-03-11,Nakuru,94892,26,Male,Savings,Transfer,Mobile,72136.47,689847.07,Coast
609,2025-07-24,Eldoret,32806,63,Male,Current,Deposit,Mobile,95180.49,649453.31,Rift Valley
610,2025-01-23,Mombasa,61389,43,Female,Savings,Transfer,Internet,80529.49,569534.41,Rift Valley
611,2025-04-07,Eldoret,28463,50,Female,Current,Deposit,ATM,48206.88,742723.35,Coast
612,2025-07-04,Kisumu,70189,48,Female,Current,Loan Repayment,Internet,196778.05,890269.4,Coast
613,2025-10-07,Mombasa,32321,23,Male,Savings,Bill Payment,Internet,172978.93,524615.68,Coast
614,2025-10-10,Mombasa,53134,72,Female,Current,Deposit,Internet,41269.46,918969.65,Rift Valley
615,2025-04-23,Eldoret,71124,18,Female,Current,Deposit,ATM,192077.21,228424.73,Western
616,2025-05-04,Nairobi,87797,24,Female,Current,Loan Repayment,ATM,49310.36,286736.62,Central
617,2025-07-10,Nakuru,14175,74,Male,Savings,Loan Repayment,Branch,110002.31,812856.4,Coast
618,2025-10-04,Eldoret,44845,40,Female,Savings,Withdrawal,ATM,141689.29,573115.58,Western
619,2025-11-03,Eldoret,35396,69,Female,Current,Deposit,Internet,101417.56,38146.13,Western
620,2025-12-28,Kisumu,96836,35,Female,Current,Bill Payment,Branch,93471.89,566622.79,Central
621,2025-12-19,Nakuru,32971,69,Male,Savings,Withdrawal,Mobile,27234.76,493003.78,Western
622,2025-04-07,Kisumu,68408,48,Male,Savings,Deposit,Mobile,89259.9,67263.17,Central
623,2025-01-10,Eldoret,64009,50,Male,Current,Withdrawal,Mobile,155976.08,586286.96,Coast
624,2025-06-23,Kisumu,92627,49,Female,Current,Deposit,ATM,64670.19,606815.61,Rift Valley
625,2025-04-14,Mombasa,53995,18,Male,Savings,Deposit,Branch,171752.66,489882.15,Rift Valley
626,2025-07-11,Nairobi,86791,42,Female,Savings,Bill Payment,Internet,81932.3,958739.68,Rift Valley
627,2025-10-05,Nakuru,59226,24,Female,Savings,Bill Payment,ATM,99657.31,432246.83,Central
628,2025-03-01,Nakuru,71556,73,Female,Savings,Loan Repayment,Branch,133037.07,276554.63,Central
629,2025-08-31,Mombasa,56054,54,Female,Current,Deposit,Internet,125767.02,603340.36,Central
630,2025-06-19,Kisumu,81175,33,Female,Savings,Bill Payment,Branch,176562.92,634495.56,Coast
631,2025-11-16,Eldoret,49839,58,Male,Current,Deposit,Mobile,64144.79,876359.8,Central
632,2025-05-06,Nairobi,94958,28,Female,Savings,Bill Payment,Mobile,149152.82,717994.43,Western
633,2025-11-11,Nakuru,28588,69,Male,Savings,Bill Payment,Branch,190354.45,153544.6,Rift Valley
634,2025-03-31,Nakuru,47866,41,Male,Current,Bill Payment,ATM,187281.12,163171.33,Central
635,2025-07-23,Nakuru,99336,65,Male,Current,Transfer,ATM,31242.99,133795.14,Western
636,2025-10-05,Nairobi,86075,74,Male,Current,Loan Repayment,Mobile,97490.86,837080.17,Central
637,2025-04-21,Mombasa,50269,32,Male,Savings,Transfer,ATM,179677.73,181936.84,Rift Valley
638,2025-11-21,Nakuru,52962,71,Male,Savings,Transfer,Branch,136904.62,848835.13,Rift Valley
639,2025-05-22,Kisumu,89278,52,Male,Savings,Loan Repayment,Internet,177852.38,242283.86,Central
640,2025-12-11,Nairobi,36436,67,Female,Savings,Transfer,Internet,19723.53,281828.54,Rift Valley
641,2025-10-04,Mombasa,68029,24,Male,Current,Bill Payment,Mobile,32456.81,73413.42,Central
642,2025-02-16,Eldoret,20939,26,Male,Current,Deposit,Branch,125211.86,116710.8,Rift Valley
643,2025-06-24,Mombasa,41726,55,Female,Current,Bill Payment,Internet,139908.8,127220.04,Rift Valley
644,2025-02-04,Kisumu,64865,36,Female,Savings,Withdrawal,Branch,65137.23,282411.21,Rift Valley
645,2025-06-05,Eldoret,91593,23,Male,Current,Deposit,Branch,172515.95,256402.88,Western
646,2025-07-22,Nairobi,40363,50,Male,Current,Withdrawal,ATM,96289.07,382382.09,Western
647,2025-07-12,Nairobi,83019,58,Male,Current,Withdrawal,Internet,82094.9,128259.8,Western
648,2025-08-17,Eldoret,47714,73,Female,Savings,Withdrawal,Internet,128090.69,872493.19,Rift Valley
649,2025-12-30,Nairobi,45996,72,Female,Current,Withdrawal,Branch,150526.73,468447.07,Rift Valley
650,2025-04-11,Nairobi,21665,58,Male,Current,Bill Payment,Mobile,82995.09,576501.78,Rift Valley
651,2025-11-21,Eldoret,57916,42,Male,Savings,Deposit,Internet,103818.02,583222.37,Rift Valley
652,2025-07-31,Kisumu,84760,44,Male,Savings,Loan Repayment,Branch,65967.49,385513.63,Rift Valley
653,2025-08-17,Nairobi,75480,54,Male,Savings,Withdrawal,ATM,69228.67,782473.21,Coast
654,2025-05-02,Eldoret,49149,46,Female,Savings,Deposit,ATM,34644.42,207123.2,Central
655,2025-07-14,Mombasa,79154,70,Female,Current,Deposit,Mobile,110709.83,654334.18,Coast
656,2025-03-05,Nairobi,20330,49,Female,Savings,Bill Payment,Internet,74331.12,984551.97,Western
657,2025-04-06,Eldoret,33781,28,Female,Current,Withdrawal,Branch,152529.53,65144.55,Western
658,2025-07-05,Kisumu,79792,33,Male,Current,Bill Payment,Mobile,123928.59,318926.54,Central
659,2025-08-16,Eldoret,92896,64,Female,Current,Bill Payment,Mobile,114584.78,220425.88,Coast
660,2025-11-21,Kisumu,83538,66,Female,Current,Bill Payment,ATM,197306.17,9961.37,Central
661,2025-10-29,Nakuru,60891,58,Female,Current,Withdrawal,Branch,156836.49,550330.4,Coast
662,2025-09-08,Nairobi,71546,67,Male,Current,Bill Payment,ATM,139064.68,292129.45,Coast
663,2025-11-22,Eldoret,91808,60,Male,Current,Loan Repayment,Branch,119612.5,728779.84,Coast
664,2025-06-09,Eldoret,54953,19,Male,Current,Transfer,Mobile,115561.86,172955.72,Western
665,2025-03-01,Kisumu,87194,27,Male,Current,Transfer,Branch,54082.62,884075.55,Western
666,2025-12-14,Nakuru,55037,34,Male,Savings,Transfer,Mobile,64273.08,198462.75,Rift Valley
667,2025-05-15,Kisumu,13130,64,Female,Current,Deposit,Internet,27554.77,365302.94,Western
668,2025-06-25,Nairobi,76605,29,Female,Current,Deposit,Branch,99813.99,366095.54,Central
669,2025-06-25,Eldoret,91660,68,Female,Savings,Bill Payment,Branch,65982.12,134109.31,Western
670,2025-11-08,Nairobi,40870,33,Male,Savings,Withdrawal,Mobile,26235.39,680726.9,Rift Valley
671,2025-06-29,Eldoret,58951,60,Male,Savings,Withdrawal,Branch,103587.8,476178.43,Central
672,2025-12-31,Kisumu,15397,23,Female,Current,Deposit,Branch,29867.41,528245.74,Coast
673,2025-11-20,Nairobi,77750,57,Male,Current,Withdrawal,Internet,43571.26,764904.8,Rift Valley
674,2025-02-10,Eldoret,54294,68,Female,Savings,Transfer,ATM,193269.56,891012.53,Coast
675,2025-04-12,Nakuru,75879,25,Female,Savings,Loan Repayment,ATM,67469.58,149626.88,Coast
676,2025-10-14,Kisumu,57410,61,Male,Current,Deposit,ATM,59484.26,625359.44,Rift Valley
677,2025-08-30,Kisumu,54917,37,Male,Savings,Bill Payment,Mobile,15929.01,859219.51,Rift Valley
678,2025-04-07,Nairobi,97725,23,Male,Savings,Deposit,Branch,87763.75,595013.85,Western
679,2025-05-21,Nairobi,63804,54,Female,Savings,Transfer,Mobile,92315.25,207220.31,Coast
680,2025-05-05,Mombasa,13656,75,Female,Savings,Bill Payment,Branch,72435.8,897973.62,Rift Valley
681,2025-08-03,Nairobi,76327,24,Female,Savings,Bill Payment,Mobile,98646.0,491247.01,Coast
682,2025-09-20,Eldoret,27230,50,Female,Current,Transfer,ATM,47916.51,459772.98,Western
683,2025-10-19,Nairobi,77038,52,Male,Savings,Withdrawal,ATM,18546.9,231329.52,Coast
684,2025-03-05,Nairobi,64808,29,Male,Savings,Bill Payment,Branch,173913.29,656319.41,Coast
685,2025-07-28,Kisumu,92969,31,Male,Current,Bill Payment,Mobile,8583.14,555581.51,Coast
686,2025-06-21,Nairobi,37546,46,Male,Savings,Transfer,Mobile,184214.23,648280.8,Western
687,2025-10-29,Nairobi,74737,54,Female,Savings,Withdrawal,Internet,85229.36,421327.11,Rift Valley
688,2025-05-03,Nakuru,78071,41,Female,Savings,Bill Payment,Internet,74349.26,971887.58,Central
689,2025-08-14,Nairobi,52383,64,Male,Current,Bill Payment,Branch,35081.62,119917.11,Central
690,2025-05-03,Nakuru,12012,27,Male,Current,Bill Payment,Internet,181968.63,908550.75,Coast
691,2025-12-09,Mombasa,68761,34,Female,Current,Bill Payment,ATM,46782.51,798264.2,Western
692,2025-02-28,Kisumu,87823,70,Female,Savings,Deposit,Branch,146392.53,68600.66,Rift Valley
693,2025-12-07,Nakuru,72060,68,Male,Savings,Loan Repayment,ATM,84245.72,249579.32,Central
694,2025-10-28,Mombasa,67608,39,Male,Current,Deposit,Branch,122426.99,845075.01,Western
695,2025-02-03,Kisumu,89437,19,Male,Current,Bill Payment,Mobile,127668.69,342578.4,Central
696,2025-08-18,Nairobi,52210,53,Male,Savings,Transfer,Mobile,180155.37,515269.52,Western
697,2025-10-27,Kisumu,68544,68,Male,Current,Transfer,Branch,42618.18,608151.93,Coast
698,2025-08-16,Mombasa,38009,64,Female,Savings,Bill Payment,Internet,80818.49,475089.02,Rift Valley
699,2025-03-21,Kisumu,16346,45,Female,Savings,Loan Repayment,Internet,136422.4,381325.54,Western
700,2025-03-11,Mombasa,57129,62,Female,Savings,Withdrawal,Mobile,128836.64,984777.28,Western
701,2025-01-02,Eldoret,34438,22,Female,Savings,Withdrawal,ATM,164589.36,550019.17,Western
702,2025-11-03,Mombasa,48165,70,Female,Current,Deposit,ATM,114573.56,22848.8,Western
703,2025-09-28,Nairobi,92463,55,Female,Savings,Withdrawal,Branch,196345.31,753354.73,Western
704,2025-08-21,Nairobi,50014,34,Male,Current,Transfer,Internet,141877.64,746443.18,Western
705,2025-05-25,Kisumu,45713,57,Male,Savings,Deposit,ATM,122517.27,349923.88,Coast
706,2025-12-01,Eldoret,54526,35,Male,Savings,Loan Repayment,Internet,36007.0,874172.88,Central
707,2025-10-11,Mombasa,14021,33,Female,Current,Withdrawal,Branch,178815.97,468320.22,Central
708,2025-07-10,Nairobi,12419,59,Female,Savings,Deposit,ATM,156403.81,128824.34,Western
709,2025-12-19,Nairobi,76387,61,Male,Current,Withdrawal,Internet,63908.54,133794.24,Coast
710,2025-08-17,Eldoret,33642,26,Female,Current,Withdrawal,Internet,110467.01,403749.01,Central
711,2025-09-28,Kisumu,89439,47,Male,Savings,Loan Repayment,Internet,121937.51,151951.16,Western
712,2025-06-14,Eldoret,12477,52,Male,Savings,Withdrawal,Branch,159243.74,881039.04,Western
713,2025-01-29,Mombasa,45840,62,Male,Current,Transfer,Internet,130323.24,923964.31,Rift Valley
714,2025-08-24,Nairobi,54528,37,Female,Savings,Transfer,ATM,70713.18,693423.11,Rift Valley
715,2025-12-17,Kisumu,82601,53,Female,Current,Transfer,Mobile,177003.74,800904.73,Western
716,2025-11-18,Nairobi,35570,60,Female,Savings,Deposit,Internet,110840.72,539514.19,Rift Valley
717,2025-10-13,Nakuru,21795,26,Male,Savings,Withdrawal,Branch,128198.38,806705.22,Central
718,2025-05-02,Nairobi,39541,18,Male,Savings,Bill Payment,Mobile,31335.87,527480.89,Rift Valley
719,2025-09-03,Kisumu,10612,71,Male,Current,Transfer,Branch,184849.77,34834.83,Rift Valley
720,2025-03-06,Nakuru,69066,26,Female,Savings,Bill Payment,Mobile,1890.88,478083.78,Rift Valley
721,2025-07-10,Nakuru,13605,59,Female,Savings,Deposit,Branch,15360.82,569954.49,Western
722,2025-04-30,Kisumu,95838,46,Male,Current,Loan Repayment,Branch,116052.46,530310.36,Western
723,2025-09-07,Mombasa,66475,22,Female,Savings,Loan Repayment,Internet,142482.73,542257.88,Coast
724,2025-05-03,Mombasa,41493,32,Female,Savings,Bill Payment,Internet,57355.44,15193.94,Rift Valley
725,2025-06-03,Nakuru,61068,56,Female,Savings,Bill Payment,Branch,92828.2,285958.78,Central
726,2025-02-19,Eldoret,90768,38,Male,Savings,Bill Payment,Mobile,46273.52,369217.77,Central
727,2025-06-18,Nairobi,86281,40,Female,Current,Loan Repayment,ATM,189174.39,883981.86,Western
728,2025-06-18,Kisumu,28635,29,Male,Savings,Bill Payment,Internet,196770.89,936609.58,Central
729,2025-01-02,Kisumu,38269,44,Female,Current,Transfer,ATM,15099.44,533327.83,Western
730,2025-02-07,Nakuru,82847,63,Female,Current,Deposit,Internet,83335.07,944132.69,Western
731,2025-01-09,Kisumu,16467,55,Male,Savings,Loan Repayment,Branch,19102.27,920108.52,Central
732,2025-09-30,Kisumu,55663,24,Male,Savings,Bill Payment,Branch,158939.55,969798.01,Western
733,2025-09-23,Kisumu,72166,60,Female,Current,Loan Repayment,Mobile,17074.48,979448.5,Central
734,2025-03-16,Eldoret,55035,29,Female,Current,Loan Repayment,Internet,85863.28,2917.41,Central
735,2025-10-06,Mombasa,26778,34,Female,Savings,Deposit,ATM,119821.59,364508.01,Central
736,2025-01-31,Eldoret,44533,33,Male,Savings,Bill Payment,Mobile,186409.86,639436.32,Coast
737,2025-02-25,Mombasa,39223,24,Female,Savings,Transfer,Branch,63240.13,475171.08,Coast
738,2025-07-25,Eldoret,30644,38,Female,Current,Withdrawal,ATM,135932.41,96730.86,Rift Valley
739,2025-02-23,Nairobi,41513,60,Female,Savings,Deposit,Branch,94579.75,472504.13,Coast
740,2025-11-09,Eldoret,75025,29,Female,Current,Loan Repayment,ATM,179305.68,994818.6,Coast
741,2025-06-18,Kisumu,39194,56,Male,Savings,Bill Payment,Branch,100762.07,494577.76,Coast
742,2025-04-15,Mombasa,55288,71,Female,Savings,Deposit,Internet,23655.69,180248.74,Rift Valley
743,2025-11-19,Eldoret,10197,43,Male,Savings,Loan Repayment,Branch,37665.58,984220.29,Coast
744,2025-04-14,Kisumu,64212,38,Male,Current,Loan Repayment,Mobile,108421.28,263006.95,Central
745,2025-05-08,Kisumu,75613,21,Male,Current,Deposit,ATM,5005.18,961493.13,Rift Valley
746,2025-08-13,Kisumu,12168,58,Female,Savings,Loan Repayment,ATM,31622.77,833715.65,Rift Valley
747,2025-06-10,Nakuru,45009,67,Female,Savings,Transfer,Internet,178294.01,18033.91,Central
748,2025-08-15,Nairobi,78716,44,Male,Current,Deposit,ATM,53850.2,389458.68,Coast
749,2025-07-22,Mombasa,25776,61,Female,Savings,Loan Repayment,Branch,138850.12,966882.17,Coast
750,2025-09-29,Nairobi,20759,29,Male,Savings,Withdrawal,Internet,199564.67,391415.07,Central
751,2025-06-27,Eldoret,97198,26,Female,Savings,Transfer,ATM,153462.17,336565.75,Rift Valley
752,2025-04-16,Eldoret,40443,37,Male,Current,Bill Payment,Mobile,81684.39,567005.19,Central
753,2025-02-16,Nairobi,23856,37,Male,Current,Deposit,ATM,146300.33,615775.6,Coast
754,2025-01-19,Mombasa,91158,51,Male,Current,Bill Payment,Mobile,53867.98,148561.47,Western
755,2025-11-20,Eldoret,32552,46,Female,Current,Deposit,Internet,43667.97,227427.7,Western
756,2025-10-23,Nakuru,86696,68,Female,Savings,Loan Repayment,Mobile,14795.61,992571.75,Coast
757,2025-01-11,Mombasa,74769,28,Male,Current,Transfer,Branch,163867.7,483676.27,Western
758,2025-12-18,Mombasa,52497,26,Female,Current,Transfer,Internet,64882.23,19154.19,Western
759,2025-11-01,Eldoret,96849,18,Male,Savings,Bill Payment,Branch,131419.6,832648.73,Rift Valley
760,2025-03-11,Nairobi,75675,47,Male,Savings,Transfer,Mobile,123686.42,673522.56,Rift Valley
761,2025-09-29,Nairobi,96231,19,Male,Current,Deposit,ATM,34448.53,346254.88,Coast
762,2025-10-16,Eldoret,46472,30,Female,Current,Loan Repayment,ATM,134703.96,233665.62,Rift Valley
763,2025-07-30,Nairobi,65669,68,Male,Savings,Withdrawal,Internet,30097.44,661923.25,Coast
764,2025-09-26,,74698,52,Male,Savings,Withdrawal,Mobile,29476.63,76997.41,Western
765,2025-12-22,Kisumu,96001,60,Male,Savings,Deposit,ATM,5423.26,93952.48,Central
766,2025-02-23,Kisumu,41503,55,Female,Current,Transfer,Branch,113092.77,560374.97,Coast
767,2025-12-15,Nakuru,93644,20,Female,Savings,Withdrawal,Mobile,113742.78,439523.62,Coast
768,2025-08-09,Eldoret,38986,65,Male,Current,Bill Payment,Branch,141364.39,724833.4,Rift Valley
769,2025-05-16,Eldoret,15644,46,Female,Current,Loan Repayment,ATM,130739.92,163801.09,Western
770,2025-06-02,Nairobi,74150,48,Male,Savings,Withdrawal,Branch,88850.63,348142.77,Western
771,2025-09-29,Kisumu,60920,57,Male,Current,Deposit,ATM,194030.87,281293.04,Western
772,2025-06-13,,64016,49,Male,Savings,Withdrawal,Mobile,181118.62,224875.69,Western
773,2025-07-17,Mombasa,83954,46,Male,Savings,Transfer,ATM,144098.49,142880.94,Central
774,2025-06-07,Kisumu,64590,59,Female,Current,Bill Payment,Internet,40466.84,516492.12,Coast
775,2025-04-24,Eldoret,45511,29,Female,Savings,Withdrawal,Branch,159178.52,75151.76,Rift Valley
776,2025-09-16,Kisumu,19285,25,Male,Current,Bill Payment,Mobile,94387.64,891353.54,Rift Valley
777,2025-07-08,Kisumu,29749,49,Male,Savings,Withdrawal,Mobile,114806.74,863146.34,Coast
778,2025-04-25,Eldoret,44884,47,Male,Savings,Bill Payment,Internet,144551.17,726552.8,Coast
779,2025-09-18,Nakuru,47261,73,Male,Current,Loan Repayment,ATM,50109.6,636565.09,Coast
780,2025-11-26,Mombasa,90763,50,Female,Savings,Bill Payment,ATM,28265.39,718058.57,Western
781,2025-06-08,Kisumu,16758,38,Female,Savings,Withdrawal,Branch,50951.05,156143.22,Central
782,2025-03-12,Mombasa,76343,31,Female,Savings,Deposit,Internet,91315.06,517587.58,Coast
783,2025-04-06,Mombasa,46632,43,Male,Current,Deposit,ATM,150132.7,423548.22,Coast
784,2025-04-25,Nairobi,39827,33,Male,Current,Deposit,ATM,154504.03,964855.44,Western
785,2025-02-20,Nairobi,77611,26,Male,Current,Loan Repayment,Branch,167266.92,93743.61,Western
786,2025-12-20,Nairobi,25774,43,Male,Current,Deposit,Mobile,52758.33,636572.6,Central
787,2025-06-20,Kisumu,26304,58,Female,Savings,Loan Repayment,Branch,23755.35,215900.79,Coast
788,2025-01-03,Nakuru,27579,57,Male,Savings,Deposit,Mobile,52507.07,264209.29,Central
789,2025-02-18,Kisumu,41331,53,Male,Savings,Loan Repayment,Mobile,122791.55,771013.0,Central
790,2025-02-28,Nairobi,39176,29,Male,Savings,Deposit,Internet,50249.25,796355.66,Rift Valley
791,2025-07-02,Eldoret,14256,55,Male,Savings,Loan Repayment,Branch,171104.07,368515.59,Rift Valley
792,2025-08-26,Nakuru,59927,56,Female,Savings,Deposit,Internet,116581.8,12549.32,Coast
793,2025-01-11,Nakuru,44218,38,Female,Current,Deposit,Internet,22974.55,130759.82,Central
794,2025-09-30,Mombasa,60475,66,Female,Savings,Transfer,Internet,50802.72,836833.29,Western
795,2025-05-07,Kisumu,19332,55,Male,Savings,Transfer,Internet,123447.47,263181.0,Western
796,2025-03-24,Eldoret,57840,32,Male,Current,Loan Repayment,ATM,23497.32,516117.93,Central
797,2025-06-04,Nakuru,74091,49,Female,Current,Deposit,Internet,56333.5,464282.57,Rift Valley
798,2025-07-21,Nairobi,52166,40,Male,Savings,Loan Repayment,ATM,101893.22,475683.4,Coast
799,2025-03-24,Nairobi,61296,19,Female,Current,Loan Repayment,ATM,130520.83,500411.27,Central
800,2025-07-16,Eldoret,78218,71,Male,Savings,Deposit,Internet,24975.76,904715.35,Coast
801,2025-04-09,Nairobi,45213,47,Female,Current,Withdrawal,Mobile,173147.75,704588.64,Central
802,2025-03-02,Nairobi,83038,72,Female,Savings,Loan Repayment,Internet,36419.94,331944.38,Coast
803,2025-08-26,Nairobi,96060,72,Male,Savings,Deposit,ATM,157260.54,581779.09,Rift Valley
804,2025-07-04,Eldoret,20652,38,Male,Savings,Bill Payment,Internet,51190.89,299162.92,Coast
805,2025-08-24,Nakuru,46118,44,Female,Savings,Withdrawal,Mobile,59349.65,363397.14,Rift Valley
806,2025-02-04,Kisumu,72714,21,Female,Current,Deposit,ATM,19083.04,148962.21,Western
807,2025-01-25,Nakuru,66156,48,Male,Savings,Deposit,Branch,25866.61,309878.54,Central
808,2025-10-18,Nakuru,70970,49,Male,Current,Loan Repayment,ATM,135167.83,382650.52,Western
809,2025-09-18,Nairobi,95694,41,Male,Current,Withdrawal,Internet,87791.88,113836.81,Coast
810,2025-11-06,Kisumu,48649,71,Male,Current,Deposit,Branch,73939.55,555005.38,Western
811,2025-09-08,Eldoret,81473,50,Female,Savings,Deposit,Internet,14579.44,146262.2,Central
812,2025-09-12,,39228,69,Male,Current,Deposit,Internet,55388.14,514454.81,Central
813,2025-02-20,Kisumu,48093,22,Male,Current,Withdrawal,Internet,190859.74,854793.88,Central
814,2025-11-04,Mombasa,19021,61,Male,Current,Bill Payment,Internet,121739.84,526907.35,Western
815,2025-10-07,Kisumu,37701,18,Male,Current,Deposit,Mobile,179734.94,363880.31,Rift Valley
816,2025-01-08,Mombasa,85590,58,Male,Savings,Transfer,Mobile,26204.35,866077.08,Western
817,2025-03-11,Kisumu,34626,53,Female,Savings,Transfer,ATM,65153.29,858838.12,Coast
818,2025-05-29,Eldoret,80548,21,Male,Savings,Bill Payment,Internet,145753.98,578472.04,Coast
819,2025-07-03,Eldoret,57889,72,Male,Savings,Bill Payment,Branch,163815.47,552945.52,Rift Valley
820,2025-03-14,Mombasa,29177,51,Male,Current,Bill Payment,ATM,11909.61,935019.0,Coast
821,2025-12-27,Nairobi,95156,53,Male,Current,Loan Repayment,Branch,21797.3,463016.87,Rift Valley
822,2025-06-17,Eldoret,78255,72,Female,Savings,Loan Repayment,Mobile,140777.29,781074.06,Western
823,2025-04-10,Kisumu,15177,40,Female,Savings,Transfer,Branch,43037.96,536551.84,Central
824,2025-05-24,Eldoret,63952,58,Female,Current,Withdrawal,Branch,116811.99,354034.03,Rift Valley
825,2025-08-04,Nairobi,48770,25,Female,Savings,Transfer,Mobile,122622.08,886271.03,Western
826,2025-04-30,Mombasa,42210,71,Male,Current,Withdrawal,Internet,16859.05,73222.84,Rift Valley
827,2025-08-08,Nakuru,96063,52,Female,Savings,Transfer,Branch,189222.27,373455.81,Central
828,2025-02-15,Eldoret,18193,73,Female,Current,Transfer,Internet,4265.25,862981.83,Central
829,2025-12-18,Nakuru,41166,41,Female,Savings,Bill Payment,ATM,171265.59,191950.75,Western
830,2025-05-27,Nakuru,45257,57,Female,Current,Withdrawal,Branch,116260.56,667638.41,Rift Valley
831,2025-05-21,Mombasa,25975,35,Female,Current,Loan Repayment,Internet,8432.66,74320.53,Coast
832,2025-10-12,Kisumu,17434,23,Male,Current,Loan Repayment,Mobile,75356.59,512483.79,Coast
833,2025-01-25,Mombasa,38434,58,Male,Savings,Loan Repayment,ATM,196107.99,542719.61,Western
834,2025-02-27,Nakuru,71993,38,Female,Savings,Bill Payment,ATM,77325.13,709383.12,Western
835,2025-01-23,Kisumu,34516,67,Female,Savings,Loan Repayment,Mobile,108084.5,134215.03,Coast
836,2025-10-17,Nakuru,12245,42,Male,Savings,Withdrawal,ATM,198222.37,660098.56,Coast
837,2025-01-07,Eldoret,74069,73,Male,Savings,Bill Payment,ATM,43434.35,406084.84,Central
838,2025-10-28,Nakuru,70795,32,Male,Current,Withdrawal,Branch,137998.66,617533.97,Rift Valley
839,2025-10-22,Kisumu,71432,61,Male,Current,Transfer,Mobile,52380.79,907886.21,Central
840,2025-03-16,Kisumu,79588,70,Male,Current,Loan Repayment,Branch,186286.12,291594.11,Rift Valley
841,2025-12-02,Nakuru,91418,73,Male,Savings,Deposit,Mobile,92997.57,97321.1,Coast
842,2025-02-15,Nairobi,87325,32,Male,Savings,Transfer,Branch,157956.13,25753.99,Western
843,2025-09-17,Nairobi,80730,44,Female,Savings,Bill Payment,Mobile,138032.02,111528.91,Rift Valley
844,2025-11-18,Nairobi,81171,48,Female,Current,Deposit,ATM,105457.25,754180.69,Coast
845,2025-07-05,Eldoret,36480,48,Male,Current,Withdrawal,Mobile,67176.71,514198.39,Coast
846,2025-08-18,Eldoret,49604,71,Female,Current,Deposit,Branch,79895.62,877016.27,Rift Valley
847,2025-12-28,Eldoret,57413,72,Female,Savings,Withdrawal,Internet,57684.95,545770.65,Coast
848,2025-04-16,Nairobi,22033,31,Female,Savings,Deposit,Mobile,8493.7,271616.05,Western
849,2025-03-31,Kisumu,34655,75,Female,Savings,Loan Repayment,ATM,22643.9,519961.74,Central
